trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
11,0.18025565284302109,0.18025565284302109,0.18025565284302109,0.18025565284302109,0.1760938150405763,0.14860127246827537,0.23516252880759594,0.22518005839119093,0.24676974187585335,0.25320997273082285,0.2553309310517633,0.26626968579750965,0.2690360643337748,0.2656913601793422,0.27803630298400434,0.277455205353295,0.2767428557483829,0.2743141136838606,0.2760927488903898,0.2764788698026748,0.2803238600559342,0.2842163259532161,0.2909100307926696,0.2934931248803137,0.32001030627840094,0.32438504297707516,0.3364233370115828,0.35518802859646537,0.37149638583595246,0.38306643795347983,0.401677260910288,0.4318274713709788
31,0.18025565284302109,0.18025565284302109,0.18025565284302109,0.18025565284302109,0.1719319772381315,0.13359424330330885,0.22201999734195618,0.22123897762655167,0.2236245481648538,0.2421165094942781,0.2498852993565816,0.27001398043795627,0.26613963020283365,0.26474224395510615,0.27956586947894924,0.2806683294134341,0.28186010276024975,0.27862921217259107,0.28213121988097006,0.2838327606527461,0.28984717135744975,0.2951901910506466,0.3021443634044343,0.30556183606714293,0.3212001857906153,0.32538253181419785,0.3414449951917139,0.3595487162087755,0.37528987684338583,0.38505797300481015,0.4089911373373618,0.43958870017425045
51,0.18025565284302109,0.18025565284302109,0.18025565284302109,0.18025565284302109,0.1677701394356867,0.1185872141383423,0.20887746587631645,0.21865020417088968,0.24052888538360037,0.24721808022965594,0.2631411268672655,0.2696297549434836,0.2718380721148241,0.2757805316353976,0.2810954359738941,0.28388145347357324,0.2869773497721166,0.2829443106613215,0.28816969087155037,0.2911866515028175,0.29937048265896526,0.306164056148077,0.31337869601619894,0.31763054725397216,0.3223900653028297,0.32638002065132055,0.346466653371845,0.36390940382108566,0.3790833678508192,0.38704950805614047,0.41630501376443557,0.44734992897752207
110,0.18025565284302109,0.18025565284302109,0.18025565284302109,0.18025565284302109,0.16360830163324191,0.24830506027323568,0.22912113915583018,0.24758105857077073,0.26428081202547377,0.2658700492214168,0.26487899826672856,0.2683315807260109,0.2702466395661601,0.2765067364890595,0.27424208129315586,0.2716256087365161,0.2699990151951302,0.2700542778998095,0.2691249789526034,0.27080054875441867,0.2732424608557857,0.27967569818090493,0.2814244136934845,0.31882042676618655,0.3233875541399524,0.33140167883145166,0.3508273409841552,0.36770289482851903,0.3810749029021495,0.39436338448321423,0.4240662425677072,0.44734992897752207
