trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
8,0.21604765739154178,0.21082686920803578,0.1946606428357777,0.19571560290757764,0.17691680694637457,0.19601179770749144,0.18377866818428357,0.1854822394265914,0.18520040728290132,0.18647234483294864,0.1833894903343847,0.18375234159924406,0.18037316613828183,0.1865351969252956,0.1869062867352888,0.20618603740822952,0.2244642015377468,0.206687352130504,0.255447307024121,0.2570122264335227,0.2821580232749459,0.3179193014294254,0.2001472955185053,0.20062565114116301,0.20365184235975634,0.20557018722149253
28,0.21604765739154178,0.20821647511628277,0.1986250643359732,0.19920067636322497,0.18832722372720329,0.18581060963686358,0.18785254191657585,0.19036935997557927,0.18235816175401956,0.19005922953925308,0.18665148313957683,0.18627416222115326,0.18374752284018184,0.18233506571480665,0.1815285205940697,0.20086197217940055,0.2112351374796463,0.2018933853532724,0.22778200073609456,0.2276892972529173,0.24356883772011836,0.2601077292628905,0.20454474863545183,0.2045240872527518,0.20987907894370395,0.2146956276789394
48,0.21604765739154178,0.20560608102452976,0.20258948583616873,0.20268574981887233,0.19973764050803197,0.19924868630645445,0.19886142770285448,0.1962210029704271,0.19184276947491327,0.19622896820654273,0.19358320136838494,0.1936980981879693,0.1931146047086812,0.19280472144359806,0.19406088179197262,0.19553790695057158,0.19800607342154583,0.19709941857604077,0.20011669444806812,0.19836636807231192,0.20497965216529085,0.2022961570963556,0.20894220175239833,0.20842252336434058,0.21610631552765153,0.22382106813638628
108,0.21343726329978877,0.19069622133558217,0.19223052945193028,0.19196566294044418,0.19281079370334306,0.1919667635889014,0.19244962306201027,0.1954346506130063,0.1942962134008537,0.19293226927527243,0.19413126070325912,0.19463022317487774,0.1938185194305369,0.19257521626616628,0.1935039838806898,0.1939865187087503,0.19369626507260557,0.19491922280128057,0.19492450434132746,0.19499916493222588,0.19544956187313953,0.1957498424015588,0.19672721502957424,0.19742460577580875,0.19644474676404566,0.22382106813638628
