trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
13,0.1426724073664097,0.1866497229615888,0.18139493021338246,0.17580014565822472,0.16961463342803731,0.17542199228650063,0.18381827584155955,0.19255098986875288,0.20704527448578802,0.21941792777876148,0.2368447365209589,0.2540917891211503,0.27040665452303303,0.2023801872099825,0.23041287901345542,0.24992255207087524,0.2680858328774033
33,0.1426724073664097,0.17929678437054683,0.17770787255222423,0.17765629934208751,0.18035029142846903,0.17356234476628174,0.17111394758953466,0.17314996832107424,0.17229707369413486,0.1826564273854866,0.20944738262512008,0.22171003575611858,0.23750140210966347,0.21344466228668166,0.23336474983849273,0.25672551777454783,0.2703645075769947
58,0.1426724073664097,0.10246391340923651,0.12779901079784767,0.1413719275436425,0.14843546557059892,0.15428020259059216,0.15885431906582353,0.16685059688111037,0.1711541686409234,0.17670821935689948,0.1820500287292813,0.18932828239108682,0.2045961496962939,0.2245091373633808,0.23631662066353004,0.26352848347822044,0.2726431822765861
112,0.1426724073664097,0.16181521887342154,0.16045672560183089,0.16795920731982128,0.17190481069097888,0.1741292387060678,0.17716832674329192,0.1803273008082749,0.1818709736589296,0.18417588290093978,0.18647339102751168,0.1874122950685761,0.19131571213328336,0.2274610081884181,0.24311958636720266,0.26580715817781186,0.2726431822765861
