trading_days_to_expiration,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
19,0.27349851923039725,0.27349851923039725,0.27349851923039725,0.29099842361436873,0.31055271667972073,0.21227288930277627,0.20253050650041682,0.20633564075158262,0.19377180092277038,0.1991584205601976,0.19789704043893958,0.1912087331152397,0.190507657425535,0.1865781526893381,0.19311608426324983,0.1901637861294421,0.19445667146644507,0.1972423673746247,0.1961619195338848,0.19971644444720046,0.20028431428034504,0.20350775089422313,0.20935754913860155,0.21390952721250586,0.20966747650509165,0.21956262511654787,0.22146514550170512,0.2299424902726809,0.24473652496409856,0.2593336895253333,0.29691039273759107,0.3185126700268378,0.34931388017414644,0.38558541176428024
35,0.27349851923039725,0.27349851923039725,0.27349851923039725,0.2609314249807048,0.2492754207901685,0.20266088489202397,0.2133775620457728,0.2070170235403233,0.20541326198387172,0.20303783062927755,0.20473827180832072,0.20441929276496404,0.20442585897832874,0.20393183368620696,0.2034578992021411,0.2016618815416107,0.20253260180057,0.20422229657074953,0.20167013720701638,0.20583036944083155,0.20678268611411793,0.2088599174566533,0.2102426409989591,0.21100657592567293,0.21485271467027833,0.21695455676289271,0.21708195228162383,0.22211412443244827,0.23361310963872614,0.26872786532839776,0.30231096205990277,0.326212972563665,0.3583817630716799,0.38558541176428024
73,0.27349851923039725,0.27349851923039725,0.27349851923039725,0.23086442634704088,0.18799812490061626,0.2012407001527185,0.2010309866460658,0.19202772591225364,0.19926993621772082,0.19418723571033983,0.20952245561011928,0.19669967871696895,0.20631150585506802,0.20669506341075508,0.20640385627887514,0.2032016701095718,0.20349627917644608,0.20470402728967496,0.2047426965382039,0.2056096364540759,0.20648599248095154,0.20649654370740123,0.2081488773467538,0.20991497393982764,0.21017018288349068,0.2115871259215266,0.21269875906154254,0.2142857585922156,0.22248969431335372,0.2781220411314622,0.3077115313822144,0.3339132751004921,0.36744964596921337,0.38558541176428024
137,0.27349851923039725,0.27349851923039725,0.28224847142238296,0.17756042144783885,0.1549998931794604,0.1732644062762179,0.16857213524041315,0.19447007089658674,0.179472335557921,0.18346681301894388,0.1837047086910354,0.18340933769369214,0.1979764718626145,0.1845856805646028,0.1865977453019576,0.18781930055937926,0.19213659973663702,0.19265116639693528,0.1932936340732491,0.1939778373418206,0.19682836410710522,0.195531512764842,0.19820926391453497,0.1974717294226954,0.19755279500004935,0.21652613571161586,0.22132062466711172,0.22951114177815707,0.24091169191934353,0.2875162169345266,0.3131121007045261,0.34161357763731925,0.3765175288667468,0.38558541176428024
