trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
13,0.20140547544482423,0.20105175859780036,0.20382088405545112,0.19317838434663742,0.19159385032256893,0.18321970006772245,0.18592903390666232,0.17826156790099998,0.18673881251851743,0.19185457080737406,0.20590953648530647,0.20621574088060476,0.22478334849559528,0.22609857774249204,0.25287628131632195,0.26474477927124995,0.27279432753143523,0.30405610511924847,0.30533426035629035,0.34141951189973235,0.334011105987848,0.3452836543352544,0.3750560778616647,0.39571098930566245,0.4023696559443254
36,0.20131704623306826,0.19295975099369692,0.19497709853110465,0.19075247348662555,0.19173891307712293,0.18285474993820924,0.18170710139412158,0.17741634116223276,0.17622054108914667,0.17480296859542485,0.17751266299702587,0.19147192095114735,0.20597218946068022,0.2325231502592505,0.2216772505031484,0.2287786552628817,0.23314211669286372,0.2518258103977809,0.25312999358668203,0.273260486311298,0.2728537425308568,0.28151826954748543,0.2972511551905192,0.3154101693176363,0.4023696559443254
72,0.20122861702131228,0.18486774338959347,0.18613331300675817,0.18832656262661368,0.18981651549803505,0.18757327303454882,0.1859060020678533,0.18764459079319257,0.18628844560890528,0.18637044865271332,0.186284189115323,0.18849515850092718,0.1886770925909704,0.19210718269203478,0.19047821968997483,0.1928125312545135,0.1934899058542922,0.1995955156763133,0.20092572681707374,0.2051014607228637,0.21169637907386563,0.2177528847597165,0.21944623251937365,0.23510934932961014,0.4023696559443254
141,0.20114018780955634,0.1943443137225223,0.1896558486766978,0.17643873047173622,0.18015422564118957,0.18013486733495854,0.18254293045693107,0.18261842737147305,0.1826071838654958,0.18254232064644116,0.18204452298373985,0.182350043522499,0.18364951910545554,0.22249173200417838,0.22761149948061238,0.23280342939297438,0.24877300548677034,0.25246488801630185,0.27117261935840303,0.26955628335535586,0.27849001670456,0.29640448131069064,0.30757861091251804,0.31873950263696776,0.4023696559443254
