trading_days_to_expiration,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
4,0.49163774901274154,0.49163774901274154,0.16780001613658968,0.1614142486220179,0.15502848110744608,0.1486427135928743,0.15554651540752318,0.14801779854986818,0.2647460124918309,0.15258774749433562,0.15408434504037066,0.19939816318652198,0.15980963746853485,0.18159192937100302,0.16281091117926835,0.15772598267900584,0.15499516732275515,0.14766727759242917,0.1646660949725777,0.16208033660452412,0.18586628117638995,0.18351446412862796,0.2240068067919063,0.21936579997733593,0.2615607604449947,0.2708542870694043,0.2978299535637375,0.30643901162284576,0.3613576854116596,0.3279508791009234,0.364273457231672,0.4117393752055875,0.44678741141075645
28,0.49163774901274154,0.3313153244533086,0.16620357425794674,0.15981780674337492,0.15343203922880314,0.14704627171423132,0.16059485819349056,0.13920509733507333,0.21190402529020702,0.14935060219721186,0.15806978911051198,0.17386612287939268,0.1384106829773473,0.15459642695030157,0.15779935992250357,0.1571256902052487,0.15804837663032903,0.1599921868417846,0.16235782551635763,0.16635111521014148,0.16881752654253246,0.1744179442321885,0.18216560792780334,0.19118324444880108,0.21768858121726403,0.22337964471681046,0.2379695968490455,0.24374120076097955,0.2734807315825425,0.33703152363361055,0.3761399367251509,0.4205013842568798,0.44678741141075645
68,0.49163774901274154,0.1709928998938756,0.1646071323793038,0.15822136486473198,0.15183559735016017,0.14544982983558838,0.16564320097945795,0.13039239612027845,0.15906203808858313,0.1461134569000881,0.16205523318065326,0.1483340825722634,0.16590654155489862,0.16250076721649132,0.1675521558076619,0.16356333959664346,0.16858221778853674,0.16930167946439373,0.16946720293840017,0.1666736968826568,0.16734974128339358,0.1707796400814136,0.1722112977212125,0.17216235400899907,0.17381640198953338,0.17590500236421663,0.1781092401343535,0.18104338989911337,0.18560377775342546,0.3461121681662977,0.38800641621862975,0.429263393308172,0.44678741141075645
133,0.49163774901274154,0.16939645801523265,0.16301069050066083,0.15662492298608904,0.15023915547151723,0.15049817262155576,0.15683049976466307,0.19756920430605468,0.15582489279145936,0.15009890097022938,0.1807266981835876,0.15407186002039913,0.15068481734036043,0.15413360186664282,0.15283758632606578,0.1616516018440695,0.16254793441810628,0.16426476001775256,0.16885335343821167,0.16869326716945893,0.1704375268777521,0.17281351714376583,0.17216785792033407,0.17480427249919736,0.17775923722610584,0.23686747796397706,0.24227412587859964,0.2712005376553865,0.25677732842717443,0.35519281269898484,0.3998728957121086,0.4380254023594642,0.44678741141075645
