trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
1,0.06018981610850734,0.06018981610850734,0.06018981610850734,0.06018981610850734,0.06357366177878072,0.09042370798006363,0.08103539275286767,0.08846058370237887,0.2099288088114047,0.3211316957609594,0.42568468133762155,0.5259789060171773,0.6222191602822064,0.1683932202586639,0.17912258801071507,0.19250453680556895
26,0.06018981610850734,0.06018981610850734,0.06018981610850734,0.06018981610850734,0.06695750744905411,0.09200609199372335,0.059535821902281294,0.09160744806394497,0.10564186074973193,0.11941509062726934,0.13216568476155224,0.14886014197590045,0.16294197030194274,0.18069318461970055,0.19246201066507262,0.2083595465727442
84,0.06018981610850734,0.06018981610850734,0.06018981610850734,0.06018981610850734,0.0703413531193275,0.09358847600738307,0.10607678958519785,0.11504574653665915,0.12010899938763384,0.12743840059414344,0.13318234510996765,0.1401787278342615,0.14379329153659065,0.15244374270199995,0.16079451727121846,0.2083595465727442
143,0.06018981610850734,0.06018981610850734,0.06018981610850734,0.06018981610850734,0.08884132396640392,0.10253496360345406,0.11175661264403017,0.11738054085333072,0.1231589403287239,0.12628794932610657,0.1296686724637811,0.38119894405823396,0.1560932558976273,0.1657831653563575,0.1766495270383937,0.2083595465727442
