trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
3,0.09920987434629075,0.09914402328520229,0.09888061904084844,0.09861721479649457,0.13249782778500127,0.13377129575260618,0.11141490659482581,0.10582129851764462,0.12201899371447208,0.1425079473001969,0.18975074281159804,0.2327380802575063,0.2886457840401652,0.34236237614374093,0.16231913773486434,0.17051070519048894,0.18493724475911055
23,0.09920987434629075,0.09907817222411382,0.09881476797975997,0.09855136373540611,0.1350310899415312,0.13487701968274798,0.1339856046149168,0.13299442491608332,0.13331368585516082,0.13256210865207727,0.13458709966970983,0.13644093808849866,0.22083433351815795,0.2508937997250705,0.1637660949490965,0.1731595317040691,0.18950168802984121
48,0.09920987434629075,0.09901232116302536,0.0987489169186715,0.12743130347194143,0.13155984789232256,0.13593722978051864,0.1386656178352291,0.13542101012443108,0.14175155628359934,0.14121248255905106,0.14344855920723948,0.14750822595279134,0.15302288299615066,0.15942522330640005,0.16521305216332863,0.17580835821764923,0.19406613130057188
107,0.09920987434629075,0.0989464701019369,0.09868306585758305,0.12996456562847136,0.13266557182246436,0.08884420857473481,0.10446605981308481,0.11315967761878731,0.1191218440112544,0.1231647446917941,0.1275667279966336,0.1319333482625395,0.1364250184031986,0.16087218052063218,0.16786187867690877,0.1803728014883799,0.19406613130057188
