trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
2,0.13451367379915077,0.13451367379915077,0.13451367379915077,0.13451367379915077,0.13451367379915077,0.09736994616728549,0.1329274280957927,0.19123130790786488,0.29680893342493847,0.41100612790739705,0.4840539257840009,0.5808654501846191,0.2571825542041928,0.2826925429350413,0.28901356692254976,0.32811184691781364,0.39716507290081027,0.416837258011825,0.42226974950187973
20,0.13451367379915077,0.13451367379915077,0.13451367379915077,0.13451367379915077,0.13451367379915077,0.14750291795213258,0.16210430342536303,0.1720035667592034,0.18294158418115444,0.2061643802384512,0.23262211471697042,0.26403261297750746,0.2951520368384239,0.3270563683357843,0.3308931998703284,0.3826312792334113,0.40200967078994326,0.42177978708578556,0.4224330703072445
80,0.13451367379915077,0.13451367379915077,0.13451367379915077,0.13451367379915077,0.09087532409079459,0.10903704506967327,0.12864009154136294,0.1394027976704769,0.1518155982187644,0.16249896250200566,0.17091481691413588,0.18124358893573064,0.19396489213355533,0.20525430102699252,0.21907298228661834,0.3874758771225443,0.40695219986390385,0.4219431078911503,0.4224330703072445
139,0.13451367379915077,0.13451367379915077,0.13451367379915077,0.13451367379915077,0.0472369743824384,0.10142026997722574,0.12032514364703231,0.1311675603116827,0.14075607091888737,0.1485734444623728,0.1541840529055241,0.21921307156996173,0.23832871753429832,0.24713393397477115,0.273592414602216,0.39232047501167727,0.4118947289378644,0.42210642869651505,0.4224330703072445
