trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
3,0.13585986860574092,0.13585986860574092,0.13585986860574092,0.13585986860574092,0.14147316917616556,0.13956802146501288,0.16561151674425384,0.17028997165863136,0.15387547957737083,0.1602413965374936,0.17981089154268964,0.17807802519887372,0.1919828323758598,0.1943994553312294,0.2234696516595259,0.25913215457754557,0.2927392116824359,0.35592770981108884,0.380454400125921,0.4565265741465733,0.49753417963236973,0.49422710561710836,0.5669481820844928,0.6150862683836752,0.6536595739730324,0.24385654411210766,0.24987757611280415,0.25632359663757476,0.2629994480553104,0.2686927165319635,0.2686927165319635
26,0.13585986860574092,0.13585986860574092,0.13585986860574092,0.13585986860574092,0.15238340995711017,0.1314220714021806,0.16208648201920664,0.17625230769438352,0.178343680802812,0.18494562842648185,0.18593267273456696,0.1921891824237993,0.20234914211010327,0.21419789723047644,0.2332928451951497,0.25611649782805657,0.2755451223293832,0.28267763103383253,0.29718884258400513,0.33715692800878694,0.35902711866882797,0.3594015175125462,0.39777367063669467,0.4250743183520675,0.44847926183406583,0.24413534132061188,0.25260929490464823,0.25681488810811604,0.26584608229363693,0.2686927165319635,0.2686927165319635
62,0.13585986860574092,0.13585986860574092,0.13585986860574092,0.13585986860574092,0.16329365073805477,0.17276668058327221,0.17614652233859598,0.183018212656887,0.18314012349893957,0.18732344690362487,0.18750735991479225,0.19032077924984647,0.19217167925312828,0.1956250474106322,0.1977945847032517,0.20266012726491942,0.2074845396217808,0.20942755225657625,0.2139232850420892,0.2177872818710006,0.2205200577052862,0.22457592940798402,0.22859915918889648,0.23506236832045976,0.2432989496950993,0.24441413852911606,0.25534101369649226,0.25730617957865726,0.2686927165319635,0.2686927165319635,0.2686927165319635
131,0.13585986860574092,0.13585986860574092,0.13585986860574092,0.13056292839522096,0.14771397152784516,0.16913655146930104,0.16432763562287922,0.17421076266285798,0.17842299973731401,0.1810127901343465,0.18455665652880093,0.18851979512312353,0.19179833679375838,0.19450453034083354,0.19742609618794146,0.20152325202797047,0.20536305602946886,0.29494097619124865,0.33522492959433126,0.35766073075168514,0.35737358166119726,0.39576205574623846,0.4218427137862858,0.4443609711467461,0.24357774690360348,0.24714585732096012,0.2558323051670335,0.26015281381698385,0.2686927165319635,0.2686927165319635,0.2686927165319635
