trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9,0.25588779141729295,0.26961569134749713,0.30465015981178933,0.30957810537608543,0.30452116418902614,0.3048041005972822,0.308333421110355,0.35785807462369423,0.35317799808880146,0.3653019731906192,0.36763095163228904,0.3871669946840226,0.4096003680649656,0.406170214969143,0.40443563217547296,0.4217573880316277,0.4308619680173237,0.4812716413457172,0.5091189811063348,0.5330759375218282,0.5902850326550195,0.35615464513891837,0.3575298735700713,0.3666944141205944,0.3725326987835045,0.38351314952452914,0.3948622680162449
29,0.25588779141729295,0.2741916579908985,0.3148029937520863,0.3078364759174185,0.3151216420867005,0.31671468842950884,0.32198414142808524,0.3304706646426476,0.3260019915637467,0.34867978548098516,0.3449703093991517,0.33733862966628153,0.3465974386532034,0.3496676975155495,0.3505663642680195,0.34430009437380993,0.346560400541698,0.353308695974635,0.361875224675766,0.3668819258632853,0.3641217239601901,0.37360596070942986,0.3781040035619676,0.3895391172740657,0.39620642076437546,0.4074287704383416,0.4215697390915131
89,0.26046375806069433,0.2843444919311955,0.31306136429341935,0.2833202083936774,0.28098292493282895,0.2810319804748945,0.2849182449994006,0.28499350876004825,0.2889876822663693,0.29538905329978093,0.2885868594468602,0.29202596785613644,0.29529700781769214,0.29545188135613976,0.2983350662168434,0.29841767720992696,0.2977657154511671,0.30320121184474674,0.30769725456130176,0.3109135370606496,0.3212520139978953,0.31638161358627875,0.32100500781365177,0.3251852548217626,0.3356819076969043,0.34144732586570853,0.4215697390915131
153,0.26503972470409576,0.2944973258714924,0.3113197348347524,0.29392068629135176,0.2928935127650556,0.29468270079262476,0.32138815981154745,0.31908575342442486,0.27732149282413054,0.28044123469294446,0.2811346975806817,0.2825233690305305,0.28420182209828504,0.28534119085131715,0.287561954731863,0.29007666684581607,0.29443163183213833,0.2937067567507207,0.29828000244763747,0.29715255399950985,0.3387033295684068,0.33695574357817504,0.3438497109671231,0.34885897680263356,0.35959752861071675,0.3681547969409767,0.4215697390915131
