trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
14,0.18343049341713397,0.18343049341713397,0.18343049341713397,0.2485331758054033,0.2444466706456813,0.23900181015808877,0.2448249137351131,0.2488258521015295,0.2500039755334036,0.2550726409990949,0.2557519060538005,0.23827007793723062,0.26478269295089163,0.2696601046442655,0.27479798218065987,0.2792195710098948,0.28085685715457,0.28730906903299325
33,0.18343049341713397,0.18343049341713397,0.1997061640142013,0.18672212685793324,0.17839456855931282,0.1994123918057862,0.21809448683714666,0.22449248754300832,0.23463662164168866,0.24177402652817429,0.24429538384735852,0.2506209925257949,0.2656880858691579,0.2711934175726861,0.27583360802043644,0.28039473958473576,0.28050033165206656,0.29089170047470825
51,0.18343049341713397,0.18343049341713397,0.21598183461126863,0.12491107791046317,0.18417766091651988,0.21549241162614619,0.22945893591892413,0.23652788178895534,0.24530399301220096,0.252965917816594,0.25611729431707553,0.26297190711435914,0.2665934787874241,0.2727267305011068,0.27686923386021295,0.2815699081595767,0.2801438061495632,0.2944743319164233
119,0.18343049341713397,0.18343049341713397,0.23225750520833596,0.18467887427807222,0.16378773134097627,0.17112781562992177,0.18803209857733774,0.1965469722615023,0.2144778762714606,0.21575671745975747,0.22591916334866635,0.2638773000326254,0.2681267917158448,0.2737623563408833,0.2780444024350539,0.28121338265707335,0.28372643759127825,0.2944743319164233
