trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
12,0.19472023271017985,0.15746961233332327,0.2430096581002807,0.23582208534707935,0.23532660293386704,0.22308140757995684,0.2173751444872393,0.21212502167038838,0.21325693597324927,0.21842264137583473,0.22451097291522315,0.23460025172642812,0.24241344688650943,0.2833603533821513,0.2972304796597965,0.216774130212659,0.22356534734584263,0.23193877996433548,0.24108080446015606,0.24904497546875856,0.25269715591877595,0.2687517853613196,0.2735938113767403,0.293344525424846,0.29900024979909595,0.31593203836978684,0.3212535617120876,0.3442030342679686,0.3585324915315644,0.36500088459279434,0.39276987243966804
31,0.19472023271017985,0.21317551096426707,0.220259601955148,0.22751443683344016,0.22069117859357695,0.2159780681534843,0.22156450820059365,0.21484292903082383,0.2119811077550664,0.21166272256680707,0.21035479054854592,0.2133749333808889,0.21337474492563724,0.21793469834415888,0.21420532311473772,0.2193877810950793,0.22704996602533345,0.23430003962750434,0.2433410594043733,0.25094628082355364,0.25328078095051676,0.27390878683158726,0.27348881955845805,0.29996309404697535,0.2986793017164695,0.3216829505875593,0.32111043208693035,0.35190056832831473,0.3607431325993143,0.3664201352572877,0.40155311816712813
100,0.19472023271017985,0.1917454260130334,0.19899818379457251,0.19936147283339553,0.20499854598967293,0.2058602566666252,0.2049074938456829,0.2072287387487898,0.20713365228378283,0.20531407438802535,0.20679193017594086,0.20869816897197419,0.20692378129449332,0.20992532710356465,0.21154682844781839,0.21659610998686096,0.2272162606379978,0.2365602945717216,0.24524236475916839,0.25152990585529444,0.2584377824207844,0.273803795013305,0.2801073881805874,0.2996421459643489,0.30443021393424197,0.3215398209624021,0.3288079661472765,0.3541112093960646,0.3621623832638077,0.3752033809847478,0.40155311816712813
160,0.10176371370237945,0.126950069918915,0.14317996127714852,0.15324764424954684,0.15966378716921859,0.16558588822072853,0.17035316131953404,0.1737293254100831,0.17663006521257255,0.1784071707774976,0.1824373438964677,0.2255558079292418,0.24514206733832233,0.25357790338168057,0.21416047933023868,0.22008072866635178,0.22957752030116665,0.23882054951593884,0.2471436701139635,0.2521135308870352,0.263594783891052,0.27369880319502266,0.28672595680271673,0.2993211978817224,0.31018112615201443,0.3213966913372448,0.33650550020762254,0.3563218504638145,0.363581633928301,0.38398662671220796,0.40155311816712813
