trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
7,0.10706450304102516,0.11669998376548767,0.1533832595599321,0.14374482108238446,0.1680460377728768,0.15682623421741265,0.14072162700053814,0.15373782535392472,0.17690121457294128,0.1760650984611298,0.12561889983371655,0.12880363576683515,0.13732707261032623,0.14458380368100124,0.16496662632081074,0.1861860434477244,0.21732587383431945,0.24427812828219553,0.27086576952091246,0.27139711304078235,0.29832205127374894,0.32859858330873815,0.35493107636203913,0.39233538930062156
22,0.10706450304102516,0.12151772412771891,0.14839807085263634,0.1490619487267241,0.1670719956563643,0.16118812444920722,0.1290762398914694,0.16427067256745287,0.18113525703687477,0.17825856341829996,0.17151268269447112,0.1688729155167502,0.17322485100642207,0.1849280317611181,0.20098090485775194,0.22493455250904962,0.2492682010595495,0.2176962416573331,0.23367546321022076,0.23687488903495368,0.25187542125259094,0.26953705725937394,0.2844296947964553,0.30787254726672947
42,0.10706450304102516,0.12633546448995017,0.14341288214534056,0.15437907637106377,0.1660979535398518,0.16555001468100175,0.17738266746743,0.16906733744500813,0.173917122717567,0.17130091694884478,0.1726210781323432,0.17378472340705714,0.17579944471712977,0.17746814315439813,0.17963758443313568,0.1850313290947089,0.18780009376932952,0.19111435503247068,0.19648515689952903,0.20235266502912505,0.20542879123143293,0.2104755312100097,0.2139283132308715,0.2234097052328374
101,0.11188224340325642,0.15836844826722787,0.13842769343804479,0.1690200798893893,0.15246434398561812,0.15236701410960687,0.14320497814039657,0.17266717210900775,0.17387163350395965,0.17398184820509802,0.1791794335498223,0.1777587317438426,0.18046443308729176,0.17973780849478704,0.17910395670796692,0.18439664067290557,0.18553260393265425,0.18595048904334338,0.18442872267241694,0.18851757994800733,0.19252931670383008,0.19288183611575463,0.19759238955443084,0.2234097052328374
