trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8
8,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.08073438099664766,0.07329242545908761,0.08272081157215319,0.08118254341720393,0.10791875145571375,0.10954654850679023,0.13960899119582942,0.14386132944565086,0.17900684172569256,0.18374866016322947,0.2297518271809452
23,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.0815577710319513,0.06314879828169152,0.09608716392046576,0.11132467337896691,0.11962055418220935,0.11360893600400586,0.13453790320438652,0.13574972154346543,0.157171987615205,0.1613112829402268,0.19027489340478876
43,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.08238116106725496,0.08363707111429247,0.10713205169938365,0.10727415971076805,0.12235123080657916,0.11767132350122149,0.12946681521294362,0.12763811364128,0.1353371335047175,0.13887390571722416,0.15079795962863235
108,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.079910990961344,0.0834360526364837,0.10270946838489772,0.10096055973444332,0.11252422492173453,0.11508565966645365,0.12426036397131097,0.12452265153609733,0.13177746311352118,0.13001540408034448,0.13858257095645135,0.15079795962863235
