trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
18,0.11196694011019649,0.12793992767950535,0.146880518949996,0.14075174235816787,0.16465353680645475,0.15200958776128562,0.1635979379007723,0.161103205610738,0.15765182279113943,0.15303850212389797,0.1505473918116065,0.1534427093751565,0.15695946028079213,0.15977856886473488,0.17051690440255016,0.18362756320890614,0.194149455524287,0.20732633723338073,0.2168347640075473,0.24224242606440038,0.252229281764836,0.2722226136480874,0.2842712800099374,0.30277023527978913,0.3054292114443436
41,0.11196694011019649,0.13592642146415979,0.1483643208005869,0.14858211267528437,0.15512228145563545,0.13804181523888048,0.14644208707397488,0.15026940315817633,0.15090635143404965,0.1484202083459437,0.14819816161739602,0.15221825821853205,0.1595256815655639,0.18086528104877186,0.16881725697885053,0.17572954107565586,0.18259456779595803,0.18925962410451705,0.19670132682250996,0.21192768167165832,0.21924529958310957,0.23079210252114707,0.24269288648426723,0.3034349793209278,0.3054292114443436
77,0.11196694011019649,0.14391291524881422,0.14984812265117778,0.15641248299240088,0.14559102610481614,0.15487936270266658,0.15455076080885896,0.1585346399512622,0.15840386120380032,0.16009876852328636,0.16046856360200543,0.16191871450147005,0.16417383785897094,0.16409693543773127,0.16711760955515093,0.16783151894240558,0.17103968006762907,0.17119291097565337,0.17656788963747258,0.18161293727891623,0.18626131740138313,0.18936159139420675,0.2011144929585971,0.30409972336206637,0.3054292114443436
146,0.11995343389485093,0.1453967170994051,0.14529993250467282,0.16053300989942781,0.12677250744545146,0.10494101003406371,0.1341789046540118,0.143771616865094,0.15137949898253109,0.15553382530155738,0.15944235800277554,0.1607980925501788,0.16174242687387153,0.16246649169818791,0.17537258638202852,0.1809904872333463,0.1891830086505049,0.19401383749160034,0.2094051578509365,0.2169211095218761,0.22924196552473527,0.23681643570207206,0.25194236411919313,0.30476446740320495,0.3054292114443436
