trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
8,0.17599655057119712,0.17599655057119712,0.17599655057119712,0.17354260072516103,0.14737428610995862,0.1426240865164791,0.14769747198633845,0.155263424816664,0.16310837788360266,0.17571088805805246,0.18806448622575464,0.20188343611924048,0.2196105458974905,0.23533411394081322,0.28508140385707875,0.18899093488779398,0.20792445953024613,0.2275883149314306,0.24921612417889788,0.26834080468930543
28,0.17599655057119712,0.17599655057119712,0.17599655057119712,0.172724617443149,0.16476702251611341,0.16951414921281846,0.16562340658755662,0.16392607836549472,0.16569166681763897,0.16655433481679707,0.17560063391947248,0.1860691277127812,0.19268186612080074,0.20354493502952672,0.23361930698459296,0.19316295920688975,0.21321919753237642,0.23212550462989257,0.25549283910416953,0.27162643001923753
53,0.17599655057119712,0.17599655057119712,0.17517856728918507,0.1513530835734764,0.15333406663102617,0.08090642840752592,0.11754410160388172,0.13082602612139466,0.1393508430718509,0.1468241904366466,0.15338332195062784,0.16071942043684517,0.165753186344111,0.17175575611824023,0.18215721011210717,0.19733498352598552,0.2185139355345067,0.23666269432835452,0.26176955402944124,0.2749120553491696
107,0.17599655057119712,0.17599655057119712,0.17436058400717305,0.12998154970380382,0.1419011107459389,0.1534498664381079,0.15762930177678328,0.16303969997611972,0.16831516068291597,0.17075196443969423,0.17250074609855634,0.17466942179933082,0.17903159822145318,0.17921682741146003,0.1848189105686982,0.2026297215281158,0.22305112523296866,0.2429394092536262,0.26505517935937334,0.2749120553491696
