trading_days_to_expiration,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9,0.11121606020665732,0.11121606020665732,0.11121606020665732,0.1318893731916449,0.1516340987448785,0.15631279413463084,0.1485951415096163,0.1442767413546038,0.13731057372750086,0.19084687392156677,0.1649282515778038,0.17252624200002392,0.1929455675379292,0.20229773988219257,0.2169420519224866,0.23553710291522015,0.25447946926857434,0.19299965601356428,0.2017876077505755,0.20221797882612666,0.21036916991613086,0.21191601036395588,0.21696115236639615,0.22098288774449887,0.2319362745162989,0.25570033832222805,0.2689670816682982,0.28255677733658524,0.302852634103734
29,0.11121606020665732,0.11121606020665732,0.11121606020665732,0.1422260296841387,0.15116980502900149,0.15911643554538402,0.14193267378635588,0.13765113187777306,0.15806609314172693,0.16296040881274437,0.175012882912722,0.17846166040775954,0.18074858125466312,0.18368836074702874,0.18704473080294406,0.1908284038198128,0.19444401668704744,0.1995573871315773,0.206826989772044,0.20763953042030148,0.21638012846799948,0.21857542198365817,0.22472632678374085,0.22901814817006066,0.24227903490794833,0.260174106126988,0.2718980735154016,0.28610967861031317,0.30843361926820756
88,0.11121606020665732,0.11121606020665732,0.11121606020665732,0.1525626861766325,0.15070551131312449,0.1619200769561372,0.15752796030826527,0.16827951413614778,0.16366750642753655,0.1679930351156644,0.17044186200883035,0.18102427332891696,0.1811689172180756,0.1831112892969224,0.18386462563859643,0.18687753981985084,0.19093230473204603,0.19170884370763852,0.191374875637777,0.1983472528123936,0.1985971871245513,0.20143080353170675,0.2049123668933753,0.21125075373299998,0.24675280271270825,0.2631050979740914,0.2754509747891295,0.29169066377478675,0.30843361926820756
151,0.11121606020665732,0.11121606020665732,0.12155271669915112,0.1520983924607555,0.15350915272387766,0.15525760923287676,0.15090235083143452,0.11655505431327479,0.14937713438816258,0.157738128073442,0.16055241867536538,0.16956740138938697,0.17360223974846775,0.1793215695448255,0.18075799750896537,0.18227833967090756,0.18644192489555123,0.19674822572910702,0.19679642723195181,0.20435821136426222,0.2052565987442536,0.20919597794905145,0.2129476273189371,0.22159351412464942,0.25122657051746816,0.26603608982119475,0.27900387606285737,0.2972716489392604,0.30843361926820756
