trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
20,0.17701655765988122,0.23283938577806196,0.23543756493732154,0.25140233122639183,0.258976829727913,0.27147836306085216,0.281117827811294,0.28906876616762345,0.30830917259588697,0.309410248099235,0.32029454207190494,0.3228850985535348,0.335016737306976,0.3627136330576976,0.35329925610840845,0.3659023084404638,0.4197296469904684,0.42379152510816936,0.44610438236926575,0.4678362779061184,0.45653918094620977,0.5220453706396551,0.5149357618640926
44,0.14702309049714252,0.2009784173408295,0.2098270245241622,0.21281883541466015,0.22461695549961413,0.23551854040971118,0.24336934090805284,0.250399170053185,0.2805762023155699,0.2839819145306306,0.29187162263332195,0.2954307162107531,0.3033664527915753,0.31905071120839545,0.31634348360451914,0.3268143889128109,0.35445631797705535,0.35715511061502947,0.4515373562534789,0.46501200366614126,0.4729157283695711,0.5202679684457645,0.5149357618640926
81,0.11702962333440382,0.169117448903597,0.1842164841110028,0.20382269672976527,0.22223517407707652,0.23209504325310776,0.2386215993723843,0.2469339626795774,0.25284323203525283,0.25855358096202613,0.26344870319473895,0.26797633386797143,0.2717161682761746,0.27538778935909325,0.2793877111006299,0.287726469385158,0.2891829889636423,0.2905186961218896,0.45697033013769206,0.4621877294261641,0.48929227579293244,0.5184905662518738,0.5149357618640926
149,0.12831047886132496,0.16537502888116568,0.1744123841997839,0.19154111451853573,0.20479046489675484,0.21526976813026472,0.2242831028239475,0.23254662027091552,0.2811267400672439,0.28942406151696554,0.2931669008741369,0.3014965355874737,0.31721490066693614,0.3143435227337509,0.32264500977054683,0.35372805818781317,0.35648725703590584,0.3683115392455777,0.46240330402190527,0.45936345518618693,0.5056688232162937,0.5167131640579832,0.5149357618640926
