trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
7,0.13960761593798438,0.12367051150292717,0.11370021839159482,0.16944167255660864,0.17355522191694528,0.19176742961018528,0.19769323667340089,0.20667274537556524,0.21566139252039035,0.23991690710322947,0.2736138820342708,0.31009177903815116,0.35757668031851075,0.4050639050424472,0.4580572705803852,0.49699422169975604,0.5451647390891239,0.5917099987660119,0.6190496949346327
27,0.13960761593798438,0.11570195928539857,0.12763558193284827,0.1833770360978621,0.17028128385663968,0.19255264336927247,0.1884695097002655,0.20004492791149223,0.21039148747604425,0.21535267899699523,0.22282997161899043,0.23234032701660842,0.2814725124251976,0.30994757982880694,0.3421304520255394,0.509036851047098,0.5568010540083459,0.5985449228081672,0.6190496949346327
67,0.13960761593798438,0.10773340706786996,0.14157094547410173,0.1801030980375565,0.17744333244115487,0.11244484625928279,0.14454839550104684,0.16426414565423134,0.17370397629317172,0.18171651003323555,0.18940402500945233,0.19658615279539052,0.20536834453188443,0.21483125461516664,0.2262036334706936,0.52107948039444,0.5684373689275679,0.6053798468503223,0.6190496949346327
126,0.13163906372045578,0.09976485485034137,0.1555063090153552,0.1768291599772509,0.1846053810256701,0.11414838898467967,0.13860195167250858,0.15166640384092625,0.1608273291954824,0.16816082972257332,0.1741898223978596,0.2770814165569506,0.3052161247871658,0.33644426259777593,0.3615989275852248,0.533122109741782,0.5800736838467899,0.6122147708924774,0.6190496949346327
