trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
15,0.1874435391860148,0.1874435391860148,0.21145772724637238,0.20836169449907077,0.19693512434335483,0.1916174231332465,0.1886321107070433,0.19155962707327606,0.19819295954090332,0.2032436382987052,0.21833331293644903,0.2286511957658755,0.2538920622108296,0.19636460041363088,0.21558274438839048,0.23061442546428737,0.24669483728647157
35,0.1874435391860148,0.19752149127419097,0.20433215433982455,0.19281798196631614,0.18930791355977888,0.18524945722749803,0.1858631442246558,0.18629486953026347,0.1875770964460433,0.18928620820779843,0.19554022865219028,0.20556104684833928,0.22435031484999468,0.2029607841683943,0.21859563262100684,0.23511737776961944,0.2502320908922316
60,0.1874435391860148,0.1683558838686019,0.11880330610846507,0.1349826458317929,0.1440891183243914,0.15408605535422498,0.15925379722842714,0.1656730533426779,0.1710987267962924,0.17406774499993977,0.17274714436793154,0.18247089793080307,0.19480856748915976,0.20955696792315773,0.22160852085362323,0.2396203300749515,0.2537693444979916
114,0.1874435391860148,0.1391902764630128,0.1619064056988549,0.1640715437274869,0.16277867983162997,0.16937860171101207,0.17328569874700142,0.1770131243206003,0.17814606871225455,0.18064814150423672,0.18287127631538408,0.18478282962008472,0.18976841665886746,0.21256985615577412,0.2261114731589553,0.24315758368071153,0.2537693444979916
