trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,0.20570527823248236,0.20570527823248236,0.20570527823248236,0.22345847873946284,0.22369247688317404,0.21209233974466266,0.22244768792687178,0.2464083969827921,0.25208520493945263,0.2565269020009224,0.0409033545637523,0.05654950840929476,0.15890417812515187,0.16975878601282104,0.2634822091603723,0.2715443371442902,0.3619244326801275,0.36765762671632884,0.4558212960943136,0.46133623595016593,0.5462686522792354,0.5498637865047482,0.6338801996200415,0.2900485253380718,0.29461723404397755,0.2997577834393774,0.3046343958279306,0.31052730011094604,0.31584550364290764,0.32176735393185385,0.32747522204878643,0.3328955843982636,0.3363723034813092
20,0.20570527823248236,0.20570527823248236,0.20570527823248236,0.23233507899295305,0.23636813583904054,0.20743126105137727,0.21781142823079896,0.265313628276869,0.2711827288045896,0.27525795772968825,0.2787146756099737,0.28189002614806175,0.28368472210408374,0.28988015672043566,0.2959884652795127,0.3009839324617105,0.3097123659131874,0.33053869303805655,0.3554933875620522,0.3748963422482691,0.4023745253908309,0.41629238055398754,0.4611781397242767,0.29083474809285176,0.2961153656421504,0.3008299265389045,0.3060005589226801,0.31210758915770426,0.31692431636213025,0.32364946635710434,0.3284470436820022,0.3346339439397864,0.3363723034813092
62,0.20570527823248236,0.20570527823248236,0.20570527823248236,0.2412116792464433,0.24904379479490704,0.2438554381282463,0.2591373067682111,0.2531732214943792,0.25858544346966017,0.2609745651540851,0.2619982009606733,0.2654648564550658,0.2657977068865363,0.2678865802855702,0.2683322133301509,0.27068768136589755,0.2728446398791486,0.2751613147451359,0.27694276961076,0.2810158286398521,0.2861488549332027,0.2827209746032269,0.2884760798285119,0.2916209708476317,0.2976134972403233,0.3019020696384316,0.3073667220174296,0.3136878782044625,0.3180031290813528,0.32553157878235484,0.329418865315218,0.3363723034813092,0.3363723034813092
125,0.20570527823248236,0.20570527823248236,0.2145818784859726,0.21101681792730753,0.21675341843794804,0.2270839476229446,0.22750316568871518,0.2329876810743156,0.23779584627215652,0.24202389703342048,0.24575640498776974,0.24787675837229292,0.2515977089450328,0.2544633782641277,0.25597994978759,0.25761446672635807,0.27434757961567174,0.263410080377164,0.26560753497317535,0.2700474157349828,0.2737558392968913,0.45830058711163424,0.2892623025832919,0.29311910244580464,0.2986856403398504,0.3032682327331811,0.3089470110641878,0.31476669092368503,0.3198852415066033,0.32650340041557063,0.3311572248567408,0.3363723034813092,0.3363723034813092
