trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
10,0.19049618922826891,0.19049618922826891,0.19049618922826891,0.19049618922826891,0.19049618922826891,0.18344747026227515,0.18049168152367798,0.1930261214165895,0.19743537403402317,0.20887647724540132,0.21984151938729024,0.2281824428361435,0.24699372674153394,0.2518485749887507,0.2759731637103642,0.2989494965866768,0.22764313958215038,0.236379021527739,0.2536404413291977,0.27449600768145505,0.3150270674269392,0.3405606683658685,0.3612911248301581
35,0.19049618922826891,0.19049618922826891,0.19049618922826891,0.19049618922826891,0.155374369632611,0.16223322801686824,0.1130181095469287,0.13728484015985679,0.1543845986523961,0.16526555146069377,0.1738360219234801,0.18613181305696322,0.19277402609093885,0.20599482975178332,0.2204318141826574,0.22993899904640897,0.2397726989604044,0.2509648826220998,0.2745612009930005,0.2997193955414327,0.32012962472210804,0.34737101624712197,0.36593116102450346
89,0.19049618922826891,0.19049618922826891,0.19049618922826891,0.19049618922826891,0.12025255003695311,0.14101898577146132,0.1556892471892259,0.16380570165854105,0.17168030289408392,0.17692931198177772,0.1820933581942621,0.18710135447737272,0.19184040112850675,0.19563537124863645,0.19943044926609854,0.20338402082564233,0.20720729933901744,0.21179892200159212,0.2240492319614998,0.3048219528366015,0.3269399726033615,0.35201105244146735,0.36593116102450346
153,0.19049618922826891,0.19049618922826891,0.19049618922826891,0.19049618922826891,0.125330743417331,0.14399038660179964,0.15594466946977262,0.15789303554929293,0.16455334031821237,0.17176007842708496,0.16404253737032168,0.1784816564810444,0.22184448805862872,0.2358042674795003,0.24918997292638767,0.21551358020389635,0.22179316043337824,0.23271968166539492,0.24927261982147744,0.30992451013177036,0.333750320484615,0.35665108863581274,0.36593116102450346
