trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
7,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09941060926040397,0.10001152540109763,0.07876177787834414,0.12683811782947202,0.12664293876377414,0.15639331875562812,0.15493755578426296,0.18875385709359735,0.19040077101009867,0.22204383555556464,0.21462063090997727,0.24939524629400237,0.25418943779301034,0.30096889570793334
26,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09944958117127345,0.09799388602056773,0.11508309550160378,0.1360390946898857,0.14240528657679022,0.15241000911200253,0.15585272788537888,0.16496820114519817,0.16866048630410532,0.17479272160904366,0.17321224334539262,0.18367037129145433,0.1869331994688769,0.2066120608570698
61,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09948855308214291,0.09597624664003784,0.12720239099652356,0.14693217574720166,0.14805714473333617,0.15656067502082396,0.15721173196101104,0.1678891757794837,0.16768727215875198,0.17791577070581335,0.17912578032297527,0.1851004315103768,0.18791201089354279,0.19577541118521868
126,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.09937163734953451,0.10202916478162752,0.12081979545426766,0.13672556141341405,0.13506376743801285,0.14604361234271973,0.14560408252197882,0.1543889662995613,0.15508830555528522,0.16150694399987245,0.16163650188611256,0.16744836813218222,0.1681997670669158,0.17372492672156414,0.19577541118521868
