trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
9,0.22409281303145606,0.21548927048627686,0.18990249205347945,0.16266107012678255,0.19639509110425415,0.20599838955902397,0.2087233620069404,0.191687513832894,0.17344216696470213,0.17118224782745664,0.17256963434887976,0.17261316633920262,0.18051919809987851,0.20001554378304,0.2208332863912819,0.24587174569188452,0.2555901708392844,0.2832006047671812,0.29660066319752665,0.32769818471734435,0.31777972924743164,0.3516527516314901,0.4000227997684427
24,0.22409281303145606,0.21118749921368726,0.19805795241759433,0.18262037896131786,0.19948730536997755,0.20789860778910166,0.25173727359431486,0.2199692403035951,0.20990025235799978,0.19142240524275098,0.18966017994250328,0.1938402939024789,0.2060303924969255,0.22412181727914518,0.24934514107119146,0.275433811880546,0.23180855988274285,0.24828641097525017,0.2571404464690933,0.2749499536166678,0.27158442109276104,0.29052367249226596,0.3183054065741985
44,0.22409281303145606,0.20688572794109766,0.20621341278170918,0.20257968779585317,0.20257951963570092,0.20979882601917935,0.20071889738598622,0.19639091633063988,0.1971821928747149,0.19378829540104037,0.1934476247840013,0.1953748568653784,0.19535073460509939,0.19836571570328257,0.2001556256292834,0.20492847679671394,0.20802694892620124,0.21337221718331914,0.21768022974065987,0.22220172251599127,0.22538911293809044,0.22939459335304183,0.23658801337995433
103,0.21979104175886646,0.1817470316893646,0.1869088056192719,0.18366108624251268,0.18761520899438563,0.18879591570549983,0.18883564794111413,0.19251495372171692,0.18990289419585138,0.192815515480651,0.19057384375845257,0.1937364404432116,0.191841673851494,0.19342821964696427,0.19320559064123893,0.1961994661594572,0.19604898949591232,0.19788734881843556,0.19831224323461022,0.20029687709303381,0.19957015036560757,0.2044624869543024,0.23658801337995433
