trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
15,0.19903570270944876,0.20858567059417416,0.20223383385206395,0.20028584129866625,0.19932294932888878,0.24129733136758108,0.21770246753267847,0.22784764176385863,0.22530461969702664,0.2127411485234132,0.21155408343614807,0.21322718537516727,0.22967429490153737,0.25550904962649584,0.26981757995984806,0.3003162246382889,0.20333173221260084,0.20710597296654182,0.2136356489925198,0.21711127775030564,0.2234475317026627,0.2295129568145109,0.23506261221999686,0.2585587652244896
35,0.19903570270944876,0.2147028751324103,0.2074077742685729,0.2031571117645139,0.20341445181524984,0.20156308547548735,0.1981676808133393,0.20767474359980892,0.1988448210038239,0.1964133037577832,0.19589308871817182,0.19564192493828075,0.19387911339146482,0.19752530354619796,0.19924648809296916,0.20076792061306215,0.2058485929776341,0.21231818799427266,0.2211120034530847,0.22609575961087108,0.233588232919973,0.24258973348359703,0.24891043491677817,0.26177487532706006
94,0.19635126151770185,0.19188595301904604,0.19454330036697096,0.19113994435616663,0.19151588886242166,0.19268088572751113,0.19324589919948434,0.1929310367426474,0.19220102739604328,0.1952602797882042,0.19335861901125345,0.19492011406923634,0.19318571548880048,0.1965532154029744,0.19496901417947618,0.1982980106825343,0.19668154291108014,0.19868294007138998,0.19914231402917476,0.20316612926804217,0.20335940347633863,0.20736696682643424,0.2521265450193486,0.26177487532706006
163,0.202468466055938,0.197059893435555,0.1974145708328186,0.1952314468425277,0.17512336774445927,0.17840242376583249,0.17935490837911752,0.18208215186171964,0.18095677171384303,0.1839931130679923,0.18338165613400118,0.18733371435977825,0.18777347630095934,0.23318539768141122,0.24764261940888255,0.20081487144756757,0.20189375793881098,0.2061592945319549,0.2081267958897402,0.21330683048535246,0.21643618014542476,0.22121478952321555,0.2553426551219191,0.26177487532706006
