trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2,0.10139680842148466,0.10139680842148466,0.10139680842148466,0.1240775101592049,0.17690286380543163,0.16942808974083146,0.20549903787097915,0.257490705137007,0.34748645212650076,0.4328658489934892,0.5146806743513803,0.5934585269858824,0.2793064834066062,0.28887773613645373,0.30078432087702023,0.3127465150577418,0.31750800207999696,0.3242860728781013,0.35239125990706094,0.40969402469489985,0.4190361279146562,0.4278178572164494,0.44491888206658087
22,0.10139680842148466,0.10139680842148466,0.10139680842148466,0.14675821189692514,0.19112740679090504,0.2094352784435834,0.2260112452514433,0.235783465803345,0.24806695394730352,0.2586176150865911,0.27683167749865745,0.28215986762719203,0.3015715214588996,0.31258358633171096,0.328147660689659,0.34289328651842327,0.34716030879410614,0.35603759534954915,0.3931310420472655,0.41521501891077794,0.420309830915949,0.4303205326499495,0.44978499853879134
83,0.10139680842148466,0.10139680842148466,0.10139680842148466,0.13431276363482103,0.16769500138683055,0.18385362221936902,0.20388888867494875,0.20855651707114592,0.2167262051645351,0.22660479580145812,0.23148347650283305,0.23477640730201935,0.24146603574593922,0.2460576412517426,0.2524529721363789,0.2582033886517786,0.2607830279352056,0.27091169562665185,0.3986520362631436,0.4164887219120707,0.4228125063494491,0.43518664912216,0.44978499853879134
151,0.10139680842148466,0.10139680842148466,0.10139680842148466,0.11620665143895363,0.14676597283155407,0.1662417811137289,0.17897048436703333,0.18539553551591575,0.3247960270790121,0.3706427350764192,0.4124710017443577,0.2570414453543128,0.26517188594119645,0.2734209810643814,0.28259974359706036,0.2878556953658878,0.29253455040665344,0.3116514777668564,0.40417303047902176,0.41776242491336346,0.42531518178294925,0.44005276559437045,0.44978499853879134
