trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
17,0.08344796088448943,0.08344796088448943,0.12180968777179868,0.17154167200036788,0.20094773550444478,0.21516642078227158,0.23227620060737117,0.24127913813223872,0.25572669885882604,0.2700998305373984,0.28574194695714983,0.30950784640622286,0.33290599143165056,0.3259291971036536,0.34100628152422086,0.3593198661212827,0.3737690375207037,0.39876137120182414,0.4231132389623659,0.4605710882253076,0.48428289812554526,0.5197430198825749,0.5299633882230992,0.5361830877957077
41,0.08344796088448943,0.08344796088448943,0.16019937079945074,0.1867150842871172,0.19886056882284683,0.2082305284520463,0.21430852391123859,0.2229211368001282,0.24352229286510213,0.2534928021506778,0.2655780548721851,0.2794675812177791,0.2945124858446525,0.292657776503771,0.3036116466304879,0.3150257125068305,0.324897513161145,0.33958817805163544,0.43247770127810137,0.466499040700367,0.49314792856480266,0.5222981119677059,0.5315183131162513,0.5361830877957077
78,0.08344796088448943,0.08344796088448943,0.14718350958863638,0.17301968058471187,0.18373892161603778,0.1993565196941864,0.21721410002472125,0.2210694466812731,0.2313178868713782,0.23688577376395722,0.24541416278722036,0.24942731602933532,0.2561189802576545,0.2593863559038885,0.2662170117367549,0.27073155889237827,0.2760259888015864,0.2804149849014468,0.44184216359383677,0.47242699317542647,0.5020129590040601,0.5248532040528371,0.5330732380094034,0.5361830877957077
146,0.08344796088448943,0.08342000474414664,0.12279981054685826,0.14535354228398503,0.17416221609531746,0.18063536315659012,0.19171367806548564,0.19357585339501576,0.2507088587043883,0.26131386036055354,0.2774610045967216,0.29116665373049294,0.29102408868065405,0.30019631871405467,0.3127684389290188,0.32225029820654094,0.3373936800017053,0.3517641119319064,0.45120662590957217,0.47835494565048586,0.5108779894433175,0.5274082961379681,0.5346281629025555,0.5361830877957077
