trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4
12,0.22601170288262895,0.2371120848729303,0.22336854946888748,0.23032533733619176,0.2152310275767127,0.21816071454511674,0.22231326714365016,0.2209281234034756,0.2243913069251424
31,0.22601170288262895,0.2294404682466011,0.22088811342458156,0.22253230494842272,0.23038977429967675,0.22971465752976233,0.22792520673250244,0.22833358680408822,0.23013516996635505
74,0.22601170288262895,0.22769291439757325,0.22711670916113502,0.2248807419850793,0.22702542102916617,0.226913164613997,0.23312542391241992,0.2259945521447457,0.23013516996635505
137,0.21002298640569744,0.21247545912886712,0.21475813686475043,0.21780713402167762,0.23689027482293656,0.22239010859550873,0.22637085788792868,0.22830319505371233,0.23013516996635505
