trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
4,0.11253596144733552,0.16571195991913917,0.17870086964727197,0.17669870411953437,0.17715055619609843,0.16266869890301347,0.16510151744597007,0.16508567877174707,0.1715812113723648,0.19913081276886435,0.23058776430190714,0.2924505411267252,0.3082288444062237,0.35448607152619965,0.44263725113382246,0.5264257869666803,0.5677936107043945,0.6399180317500399,0.6399180317500399
19,0.11253596144733552,0.2188879583909428,0.21379176646068876,0.2067124398978073,0.19990624205864851,0.1908412972566726,0.19166391463463006,0.18817223109121226,0.18803358824790017,0.19199479561349309,0.19970035457083038,0.20567021831145432,0.22959968468323128,0.27928223131587715,0.32729773538015455,0.378690095785728,0.4043309106800042,0.6399180317500399,0.6399180317500399
64,0.11253596144733552,0.181248965612399,0.10675099206459848,0.13262612915207952,0.14377219116559317,0.15297736764232742,0.15840231870717872,0.16361000764186184,0.1681177536332453,0.17132003027677833,0.17392112369519697,0.1799622668825715,0.18731939558180502,0.2040783911055547,0.21195821962648667,0.23095440460477562,0.24086821065561395,0.6399180317500399,0.6399180317500399
118,0.11253596144733552,0.14360997283385518,0.14668496834126143,0.15439487033354835,0.1596408619129653,0.16548879638918154,0.16957575738062286,0.17489622369798768,0.1768992799182402,0.17804543532489822,0.18019005585576167,0.18230438870328175,0.18565230877077074,0.3233578211196886,0.3691920032965835,0.3993740076545851,0.4403931212028269,0.6399180317500399,0.6399180317500399
