trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
19,0.12429221963165248,0.12181363532106611,0.13443984655228283,0.11712586349462278,0.1318435520574857,0.12838163106778688,0.13470577373678144,0.13163230953115,0.13433840165783084,0.1366482274330149,0.1380093228819297,0.14567786309070813,0.1479402270277099,0.15268098530259827,0.15854310680592726,0.1644396728338346,0.16818258165364028,0.17666218452599722,0.18028183829217245,0.1950449445621643,0.19692839378655627,0.21379193880072644,0.2368921178879211,0.2532005260405068,0.2714729639889156,0.2803363587834321
38,0.12429221963165248,0.11933505101047974,0.1362818799678937,0.12130299758624186,0.13181895598637453,0.1269920769176869,0.12299035256943741,0.13153959527949108,0.1343137651222915,0.13725545822246626,0.1374697362157401,0.13993913111132303,0.14069174246395666,0.14276042890736282,0.14482660173721465,0.14716282463955993,0.148214331998041,0.1531744441801138,0.15428913800383767,0.16040914422641522,0.1591240882522769,0.1837729847316219,0.1978305934835164,0.20929456065033897,0.22197754155268817,0.2317809030242881
77,0.12429221963165248,0.11685646669989337,0.13812391338350458,0.13305394333472112,0.1417733904735297,0.13736518732725245,0.13824469977710616,0.1436958963849165,0.1412611862914588,0.1412951045974757,0.14160338968577119,0.14376551501587526,0.1449706556174295,0.14582143493569583,0.14644357370223543,0.14769439251054614,0.14810083546648667,0.14994368857920834,0.1500111518074064,0.152633423759378,0.15330582165337794,0.15375403066251736,0.15876906907911167,0.1653885952601711,0.17248211911646072,0.18322544726514411
136,0.12429221963165248,0.13259781313667196,0.13076190977022856,0.13017260574619963,0.1353415678424925,0.1350447416002354,0.1370919251992166,0.13769356123332083,0.14059951147580985,0.13796470615393144,0.14289206664951892,0.14409739490329912,0.14469486009523144,0.14256888031486303,0.14482560713929235,0.145448206776887,0.14688773942877265,0.14659224847331948,0.14753995341552176,0.14930090195691767,0.15033084194089238,0.19532307427521922,0.20598479755980925,0.21843077962454338,0.2264092389499464,0.18322544726514411
