trading_days_to_expiration,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
8,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19764971624754352,0.22336359060439093,0.1959818493737971,0.23448506380336753,0.2527824355983317,0.28349881143247657,0.28941742675823967,0.2928477790020751,0.29809715434777195,0.303294493844674,0.3017297960085395,0.3270437100628681,0.33685408232697484,0.36393571306053807,0.38477633299296005,0.4200596332096486,0.45421801072681495,0.46068330661222173,0.5382949585576922,0.5580465842884944,0.6558640725869523,0.6908631397255777,0.6908631397255777,0.6908631397255777
32,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.21463112774906185,0.2374800326460166,0.15444173840307124,0.2145821267554074,0.2315749574869311,0.24695498913647412,0.2578585551135607,0.2684494242659873,0.2737027435267245,0.31366842279923546,0.3140949012379228,0.32828431219474175,0.34051380343958915,0.35710315534372916,0.3673846620085415,0.4285992275889402,0.45583433469816664,0.4800862195985893,0.5432328649903927,0.582500956363109,0.6646138393716087,0.6908631397255777,0.6908631397255777,0.6908631397255777
67,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.23161253925058015,0.2515964746876423,0.2585296989503803,0.27610342833842694,0.28772710128254464,0.2967275833188656,0.2984852437981958,0.3122373035798011,0.31951117125756745,0.3240423517537969,0.32646000646730605,0.32952491432661535,0.34417352455220346,0.3502705976269203,0.34999299102412285,0.4371388219682318,0.45745065866951834,0.499489132584957,0.5481707714230932,0.6069553284377234,0.673363606156265,0.6908631397255777,0.6908631397255777,0.6908631397255777
128,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.19629039418123181,0.18066830474602522,0.20924714856276524,0.23752196034452297,0.24489313788222736,0.23875728084975287,0.2674592103535971,0.27488893931573,0.2843161475157935,0.29677140870127044,0.29673452660425503,0.30405501623402525,0.32675185826508707,0.3331894983267951,0.3540546188063708,0.3675234653099402,0.38502631211688576,0.44567841634752337,0.45906698264087004,0.5188920455713245,0.5531086778557939,0.6314097005123378,0.6821133729409213,0.6908631397255777,0.6908631397255777,0.6908631397255777
