trading_days_to_expiration,-3,-2,-1,0,1,2,3,4
15,0.2369438954539129,0.2357342938015069,0.2274142938304297,0.2281061236603842,0.23221755579331438,0.23055984873232907,0.23285059259232152,0.23909060140772728
34,0.23435425633576712,0.22650180788605861,0.22914656746402598,0.23172170134701764,0.234418638051239,0.23611760385933686,0.23614022922259767,0.23905255161324945
77,0.22003181967890323,0.21885993074425125,0.2392863414460724,0.21841209208437182,0.2264610982486813,0.233726429123731,0.232498554554197,0.23780947296704064
140,0.20811087113245014,0.21210554016924077,0.220976869850791,0.22171870841866953,0.24292119040212704,0.2304833240192495,0.23923759708938816,0.23183699226598958
