trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
13,0.16032176394295747,0.16032176394295747,0.16032176394295747,0.16032176394295747,0.17339973232154937,0.20778375910329677,0.2505185260868567,0.25014024253764505,0.2557863044283013,0.26661237892753237,0.2674719784483391,0.26970151415102356,0.2707820272139336,0.26792837913819423,0.27195887936680024,0.2749627715561128,0.2774005195288322,0.27909108975501795,0.27913543686346726,0.2788564101452169,0.28385646969998013,0.2865948139429217,0.2920541567628571,0.29304010536655234,0.31555245340192295,0.32408488125220675,0.33614709119148306,0.3532130719996889,0.3731436700865455,0.38553210481356703,0.40900125681423205
33,0.16032176394295747,0.16032176394295747,0.16032176394295747,0.16032176394295747,0.18647770070014125,0.20293388074926846,0.18163353052991316,0.22420643817568012,0.2277694286381587,0.2335605850430125,0.24007109894734108,0.26610148779031595,0.2652200520220086,0.26453865533384174,0.26781742480673043,0.27554629503870876,0.2772667156170521,0.28158681504806543,0.2806890949956176,0.28251351879674946,0.2887514527627807,0.29323390299197044,0.2985925946964081,0.30277686272513604,0.3170718700610245,0.32683167851824707,0.3394313988950809,0.358461754700194,0.3778602864294687,0.3870097058341546,0.419258231793977
53,0.16032176394295747,0.16032176394295747,0.16032176394295747,0.16032176394295747,0.19955566907873315,0.19808400239524018,0.18508991682392859,0.21944177419769484,0.2422397005402512,0.24608284032028205,0.24990195294886552,0.2625014614296083,0.2596580768300837,0.2611489315294892,0.26367597024666056,0.27612981852130475,0.27713291170527193,0.28408254034111297,0.2822427531277679,0.28617062744828203,0.2936464358255812,0.2998729920410192,0.3051310326299591,0.31251362008371975,0.3185912867201261,0.3295784757842874,0.3427157065986787,0.3637104374006991,0.38257690277239187,0.3884873068547422,0.4295152067737219
112,0.16032176394295747,0.16032176394295747,0.16032176394295747,0.16032176394295747,0.21263363745732505,0.24422900074056467,0.22159400428718445,0.26295719181712696,0.26595894171888734,0.2712898692977378,0.2691173478184786,0.2763440024058585,0.27131810294254677,0.2761003339268701,0.2743792480735168,0.27753432344061235,0.2765953644619704,0.27758177873131695,0.2751993014936843,0.2789614866371796,0.27995572489387294,0.2855157188293061,0.28330334800796864,0.31403303674282135,0.3213380839861664,0.3328627834878852,0.34796438929918383,0.3684270537436223,0.38405450379297945,0.3987442818344871,0.4295152067737219
