trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
12,0.13252828220145357,0.25213748221033727,0.20498812177192174,0.20202283615947006,0.1828021933629309,0.1780227113677305,0.1805482571882892,0.18959458140017932,0.19966335240345856,0.21408023293154357,0.22956241622489115,0.24471244194265113,0.2703585729111853,0.28706691129164374,0.20523091630156304,0.23250277080991782,0.253957410699485,0.27398549464133304
32,0.13252828220145357,0.20787153977245806,0.19276736297055805,0.18917422449918947,0.17885254998100228,0.17702236629940699,0.17489680629755835,0.17270853481377355,0.17556842441012419,0.17738152328663034,0.19127719956894687,0.21374986932378492,0.23089727824560988,0.24745876506924813,0.21620453679110951,0.23516507757454874,0.26202242387963764,0.27593452343210445
57,0.13252828220145357,0.1800521376473852,0.11800628783111212,0.13540188436235834,0.1449256883647106,0.15170297560155707,0.15714789988302588,0.16202228772803676,0.16674944010783857,0.17261322816135055,0.17686055585420685,0.18278729670491875,0.19143598358003444,0.20785061884685255,0.22717815728065596,0.2378273843391797,0.2700874370597903,0.2778835522228758
111,0.13252828220145357,0.1522327355223123,0.16140083951550982,0.16536402493300445,0.1739487885501447,0.1750021333724759,0.17888879111323833,0.18065204804275473,0.18302732978619152,0.18460622713207145,0.18637129158931795,0.18830928333614907,0.19014004033608956,0.1942572958120166,0.2298404640452869,0.24589239751933234,0.2720364658505617,0.2778835522228758
