trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3,0.07342062766354202,0.07342062766354202,0.12437072845891795,0.14419641371076597,0.15427647979177223,0.1256397772297292,0.17056795068850628,0.1923446085175816,0.1938851373841202,0.23543571326425955,0.29802706406095636,0.2992745998664224,0.3412568754559117,0.36034787743932256,0.39669921577875195,0.41917394377437994,0.45046276931648843,0.45477481260652436,0.5037554024573148,0.5078512276627449,0.5594337698032035,0.6037302713584523,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846
23,0.07342062766354202,0.07342062766354202,0.17532082925429388,0.1796086106008315,0.18260688324199553,0.18247506858553675,0.19106940137353426,0.1946673401142975,0.19812310503273792,0.19277260176715452,0.1953066457873913,0.2063618865409262,0.21610492235842668,0.2801935986133826,0.30094152224318615,0.3162718881015104,0.3397087188760286,0.3497574619307753,0.38384341506256164,0.395164212930755,0.4339495371104835,0.6174594691272604,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846
67,0.07342062766354202,0.07342062766354202,0.1700139160067281,0.17255607775911552,0.17546794439155747,0.17836630673222037,0.17631900369272094,0.18175827618258827,0.18444111936465732,0.1874300471485993,0.18776826892231027,0.18981502277471726,0.19218988408952167,0.2000393197874427,0.2051838287076204,0.21336983242864094,0.22895466843556872,0.2447401112550262,0.2639314276678085,0.2824771981987651,0.30846530441776354,0.6311886668960685,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846
127,0.07342062766354202,0.07342062766354202,0.10878421682070041,0.12594607634154892,0.1346262505358151,0.14198162025646163,0.1486150067058196,0.15240491991193542,0.1556777390686799,0.15977026110101653,0.16417120300463062,0.1660671094306821,0.27626888076442213,0.2983692677830973,0.31217888624100015,0.3319163008725647,0.34186474052104654,0.3742477568561705,0.38589132766527673,0.42095548400098426,0.4560977878881079,0.6449178646648766,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846,0.6586470624336846
