trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
12,0.09528379448944824,0.09528379448944824,0.11607287429342882,0.12208027874883137,0.15825848289066713,0.1335320896398821,0.11758886738437356,0.13485998806988572,0.13720091904208823,0.14195030523577382,0.1441996575635591,0.15602419366367132,0.15770530373186556,0.1660310613777931,0.18194875131776359,0.1930977212041478,0.20539308626793573,0.2149894928063032,0.22465201563235407,0.2392118059737715,0.24508134344855423,0.26268660707307345,0.27200285555119036,0.3001409066932106,0.3201270753799489,0.34991394354682714,0.3705918015610665,0.3882133799564047
31,0.09528379448944824,0.09528379448944824,0.1368619540974094,0.12246702568784736,0.14205940020435476,0.13973150856032499,0.1390830821010125,0.14485877769091152,0.14898152515906915,0.14789137518353518,0.1481330714922703,0.1519676225910819,0.15387032950912566,0.1573782265361958,0.15898970900983905,0.1660077076819781,0.16611310901965448,0.17271624582431205,0.17370267014089727,0.18316795641220754,0.1812150833119659,0.19275826486210532,0.191858171149918,0.243328166938774,0.2578830072693932,0.27638114638322137,0.2899973159722035,0.302941975915293
70,0.09528379448944824,0.09528379448944824,0.12927774295361238,0.12174714945891757,0.12586031751804236,0.13266451923739764,0.11921704750695236,0.14168039415805317,0.1416767484255253,0.14636799065704953,0.14704116097538178,0.15124997864807752,0.15263921802211422,0.15610148625671222,0.157786291509278,0.16082191148409936,0.1625763471175259,0.16634797079222324,0.1678990539104145,0.1726576610627362,0.17369479054127362,0.18027047538846527,0.18046635183380927,0.1865154271843374,0.19563893915883754,0.20284834921961561,0.2094028303833405,0.2176705718741813
129,0.09528379448944824,0.09528379448944824,0.1216935318098154,0.12563782901395412,0.13028991787265823,0.12999174634166444,0.13942101137136284,0.13719426130541432,0.1423336418372612,0.13643564862523835,0.1467946545784613,0.1473381158622304,0.1490978353378376,0.15025164800085997,0.15100420324654998,0.15225201385585357,0.15432889972208302,0.15577963627777416,0.15680452499564634,0.15772791035858325,0.15948387415893095,0.16030487290657233,0.16393126253360643,0.2533212512821431,0.27277644135283236,0.28672007539034106,0.2988081051698726,0.2176705718741813
