trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
14,0.1864818329802711,0.2084395781696458,0.20186081050056123,0.20151446584643307,0.19479170290520095,0.23372019619611775,0.26166205979762003,0.248230324806182,0.22618934270822508,0.2334434004302475,0.24284829516002956,0.2555804693708658,0.2768365609252566,0.3064100245271632,0.3221751788626653,0.3936566909202091,0.2249050050143863,0.23166048578121065,0.2385257324061557,0.24800720292193262,0.246533788420185,0.25466016570924843,0.2605150134284345,0.2689419466367384
34,0.1864818329802711,0.21575882656610404,0.20604651544169653,0.20725569074158687,0.1992602570751283,0.2101291419456868,0.2032205498651778,0.21037692168227626,0.21227098466991273,0.21111272519945795,0.20998670507518383,0.21183898219372815,0.21586306192391097,0.21666645908813217,0.22542854373279075,0.22558108029038504,0.23608775006911964,0.24509569438067252,0.25361714180634176,0.2687124855951218,0.26854254956764395,0.27711835576154553,0.2857023861349972,0.2958256158265398
93,0.19380108137672933,0.19348940061829062,0.19003201605612544,0.1858545945653463,0.19539797153450988,0.18906304552830644,0.19261961602388825,0.1915143208568281,0.1947957415368641,0.194954876208605,0.19838731161208417,0.19766195927487265,0.19996801724533958,0.1988003057115548,0.20176827312907075,0.2025395149049196,0.20479006858228693,0.20834291360578364,0.20659663757555433,0.20251626612526713,0.20974378560465415,0.21014026801530913,0.21517460825713555,0.2958256158265398
162,0.20112032977318756,0.1976751055594259,0.19577324095127924,0.19032314873527365,0.1591137616771659,0.1704915711177523,0.1737818078633165,0.17762768689515243,0.18069114950096818,0.18506580674069367,0.18591603515616267,0.18788106726818515,0.18691039399635603,0.26048774228711,0.29771248202463996,0.21372225995965294,0.2182252771817488,0.2234343230059697,0.2273019202487435,0.22452502727272608,0.23220197565695128,0.23532764072187182,0.24205827744693698,0.2958256158265398
