trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3,0.10711767200033852,0.10711767200033852,0.10711767200033852,0.10711767200033852,0.10141332592871978,0.13005092720929878,0.14353559008471,0.20942888725852649,0.2467331867389986,0.3022526120886164,0.31607740664273404,0.38358235897634746,0.4484050416891729,0.5109144359986305,0.5714295104243876,0.6299651765172583,0.29590818606798674,0.3057451787818952,0.3220009711351837,0.34353914288075416,0.388984076755222,0.379856045212507,0.4189342872216754,0.44831634758734057
23,0.10711767200033852,0.10711767200033852,0.10711767200033852,0.10711767200033852,0.09570897985710104,0.1259748286240804,0.16445804822528157,0.18997073005228754,0.20816744870915416,0.21885467828834249,0.2372379339278104,0.25065570970763545,0.2670369465286059,0.2805169504160661,0.2936173641774841,0.3077287679104306,0.31961133193047847,0.33011344639045054,0.3533448610152081,0.38148084102901125,0.3914851553306256,0.37597967517313413,0.43325249123785586,0.4533376330371688
84,0.10711767200033852,0.10711767200033852,0.10711767200033852,0.10711767200033852,0.0900046337854823,0.14368935386193063,0.17224519914639552,0.19049231622303445,0.20339127419136233,0.21511837227620662,0.22350301907119788,0.22665361347770338,0.2323632839649487,0.23793082078043953,0.2415228902811879,0.2485018943430033,0.25700864356478453,0.2593131913751349,0.2676557465842399,0.38398191960441486,0.38760878529125276,0.3902978791893146,0.4382737766876841,0.4533376330371688
152,0.10711767200033852,0.10711767200033852,0.10711767200033852,0.10711767200033852,0.13412702579451716,0.16262576425719105,0.1749399863146159,0.21861275148101653,0.2528219431399894,0.2655978894594703,0.3035426890237727,0.3375293275834381,0.3716388599817896,0.4046801656024136,0.4357440333992231,0.272205040205495,0.28137691117333985,0.2906570812551593,0.305597444732497,0.38648299817981846,0.38373241525187984,0.404616083205495,0.44329506213751235,0.4533376330371688
