trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
9,0.06956315629191723,0.06956315629191723,0.06956315629191723,0.06665007896916166,0.05499776967813938,0.2422107130465718,0.11479303271365479,0.18679016313483535,0.16901828125207569,0.17894027164348686,0.18561288971595435,0.19461527695970982,0.2035281843930243,0.21843982449197916,0.22859744263796664,0.23682923155193775,0.26652480463534095,0.21217276917839453,0.21965200117380348,0.2385670626910062,0.25601371536216355,0.29161602313000445,0.3173136923506862,0.3398511910957204
34,0.06956315629191723,0.06956315629191723,0.06956315629191723,0.06373700164640608,0.05208469235538381,0.200873864172209,0.11138589900382614,0.1573172891031714,0.07958459207127752,0.11843077661829567,0.14657419573111102,0.15880179890736504,0.16935631699887976,0.17778786928457074,0.18991846800921702,0.19752096250387458,0.20764887695987042,0.21893816965288415,0.2295505124094162,0.255700153026307,0.27868072009608025,0.29592779080797915,0.3244423261982552,0.3449874793948754
88,0.06956315629191723,0.06956315629191723,0.06956315629191723,0.06082392432365052,0.049171615032628235,0.15953701529784625,0.10797876529399748,0.12784441507150743,0.14707544652206556,0.15752727215133425,0.1661999472455185,0.1739569271135715,0.1803410438757462,0.18375651573078755,0.18857028362677733,0.19251539758683328,0.19864196822941527,0.199854978702578,0.20430088202040456,0.2106797058943302,0.28299248777405495,0.30305642465554816,0.3295786144974102,0.3449874793948754
152,0.06956315629191723,0.06956315629191723,0.06956315629191723,0.05791084700089495,0.04625853770987267,0.11820016642348345,0.13551964320069315,0.14741861718121155,0.1581732274881956,0.1629601735377497,0.16775138654018867,0.17328230579638434,0.19939043418386268,0.2061769791843771,0.21269975758935755,0.22952010111108712,0.20540736870390489,0.20975348993819073,0.22143397235570536,0.23334671062824688,0.2873042554520297,0.3101850585031172,0.3347149027965653,0.3449874793948754
