trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
10,0.22704410771762404,0.22886085549985416,0.25666092541470276,0.2495552292751906,0.31027568477239,0.25649300761847543,0.2547805007641607,0.23127215890841157,0.23413731573475507,0.2337158189471025,0.23391021507199417,0.2345672832219583,0.24300604333201845,0.28523180048075825,0.34284661400503735,0.2432744720688912,0.24937646751118725,0.25778566205020875,0.26478411139190355,0.2722802978287707,0.26436019041903847,0.2711609486660619,0.27742091310690803,0.2870348261320811,0.30092628105130376,0.31751794166323577
28,0.22704410771762404,0.22976922939096922,0.2504294489610923,0.247210860925626,0.2432372518094169,0.2372204341746641,0.23384219545828197,0.23371554937075076,0.23962381120883092,0.236222336092765,0.23521828793419278,0.23712803874204114,0.23953807932052473,0.26081902806372304,0.2910991703299155,0.2412643503326224,0.24556737018666894,0.2540092640729416,0.2598432347448158,0.26626889453736524,0.2664115400055779,0.2725099782030342,0.27920186579035877,0.2900608299612169,0.3048460046817793,0.3218940483387262
52,0.22704410771762404,0.23067760328208428,0.23051779666461228,0.2265314100997175,0.22954714068647297,0.22889183130132326,0.22704684118300267,0.22726098714311135,0.22938626990666414,0.23074094208481788,0.23354417543862194,0.23236292182511323,0.23775932274536804,0.2364062556466878,0.23935172665479368,0.23925422859635356,0.24175827286215065,0.2502328660956745,0.2549023580977281,0.2602574912459597,0.2684628895921173,0.2738590077400065,0.28098281847380957,0.29308683379035266,0.30876572831225485,0.32627015501421663
116,0.2279524816087391,0.24366926434839353,0.20036614083640875,0.20673873137953047,0.21217510923534424,0.21399608899730754,0.21570450187866097,0.22006686602484124,0.2218096947229662,0.224404535380349,0.22750592692012872,0.22959043679281033,0.23463913991663685,0.23992663905093212,0.24528459380516002,0.25318556483570553,0.26156206002747584,0.26972498803899125,0.27829170112017626,0.2623088408324991,0.2698119191290896,0.2756399604234573,0.28400882230294533,0.2970065574208282,0.3131418349877453,0.32627015501421663
