trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
5,0.22583938331092449,0.19686960150945595,0.29350119560118926,0.2723623016143529,0.2376880980512234,0.2329761541772203,0.22417932183405762,0.23468556128015977,0.23517579533145083,0.24638278480649037,0.27030976103367743,0.3235931483069129,0.3919461190319283,0.4670994080713379,0.48432124701063733,0.5473343781206167,0.22907567230738402,0.23623522886591566,0.23863128714361848,0.24226031924899583,0.2459015740563668,0.24901631101487315,0.25364257521586453,0.270170024485929,0.27902120146425335,0.28485580442233405,0.29704264600161,0.30741699269727063,0.3260439370833953
22,0.22583938331092449,0.2017226340499769,0.2708567181123507,0.26141321958328967,0.2623166882130665,0.25087931904482225,0.24285338705445103,0.23759530487447517,0.23682580787908342,0.23241637392224748,0.23173264655412115,0.23777994414021567,0.2545516843150201,0.34834183858455714,0.3569103277110641,0.3892935545209515,0.232425840207881,0.23646483924468448,0.23959970590370108,0.24310641654160192,0.24687610416744624,0.2495991493830469,0.25537286894818645,0.2767034553886393,0.27691335905070524,0.28988094831492245,0.29811092289865954,0.3115358891480514,0.33123851282567685
41,0.22583938331092449,0.20657566659049786,0.22167136782703248,0.226783798281063,0.22452652759179834,0.23188095318416696,0.23116740702027716,0.22712018111427978,0.22775270327870079,0.22756246474295233,0.22694928359606983,0.2272677088513094,0.22875405838537005,0.22958426909777635,0.22949940841149094,0.23125273092128626,0.23577600810837804,0.2366944496234533,0.2405681246637837,0.243952513834208,0.24785063427852566,0.25018198775122064,0.2571031626805084,0.2832368862913495,0.2748055166371572,0.29490609220751085,0.2991791997957091,0.31565478559883214,0.33643308856795845
110,0.192016568968935,0.1845217870798951,0.19824684052183164,0.20462120391608887,0.20852288532243599,0.2132078621395829,0.21327061875796574,0.21374164665424822,0.21361413626779444,0.21547507743957287,0.21682819277472518,0.21823165907450578,0.21854489707048885,0.2208451973247126,0.22030600692174737,0.225725504406887,0.23600561848714685,0.2376628683835359,0.24141422195638976,0.24492704394528741,0.2484334726466994,0.2519122814835426,0.26363659358321867,0.28112904387780147,0.2798306605297456,0.29597436910456043,0.30329809624648985,0.32084936134111375,0.33643308856795845
