trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
8,0.21301590168751955,0.23113625889673137,0.2638009714325464,0.2686671000053161,0.2634528948287867,0.2635123226225349,0.2681714084462741,0.28201165366438297,0.29786599999819674,0.30325806722379095,0.31564855711769707,0.3077957757436671,0.3068180080490584,0.30129021434026426,0.3064448443351194,0.30990300828833084,0.3428340582209804,0.3744799994789095,0.4339275952541432,0.47341665141943373,0.519303070321205,0.566979194478665,0.29788590487587774,0.3023334748824802,0.31546755004129906,0.3267987991537489,0.3406250641329084,0.360890028417041
28,0.21301590168751955,0.23717637796646865,0.27267583592123895,0.26733085470000845,0.2722379321547365,0.2739896133937835,0.2785378005817051,0.2759062266163737,0.2747939687429696,0.2747460714576214,0.27570788124769685,0.27573981061401825,0.277380979471056,0.2668725691446941,0.2805674340070841,0.28206923543927137,0.28283677675837343,0.28456027648146986,0.28009013774463326,0.2928757535462693,0.298614810593401,0.3052123577019736,0.3136884028268073,0.318714424086201,0.3360007636832352,0.34877935314574326,0.36511651860918076,0.39043426281440213
88,0.21905602075725683,0.24605124245516122,0.2713395906159313,0.24588282017688706,0.24255774108003753,0.2474386241754121,0.24373522575733775,0.24464174932494825,0.24458530837048062,0.24586216942630776,0.24590933933481995,0.2504453088275488,0.24788802374861277,0.24946421616082812,0.25184839222039923,0.25120073621054245,0.2515196338004603,0.2534410333447269,0.25674490936821903,0.25953460409760865,0.26210436742274706,0.2662809089740185,0.26957157647503854,0.27440112275742673,0.28283769116976015,0.2916421551803636,0.3018015596223187,0.39043426281440213
152,0.2250961398269941,0.2549261069438538,0.2700033453106237,0.2546678575028369,0.2530350318512862,0.25780501631084307,0.22708037577434367,0.23461115115895434,0.23612480896347046,0.23603821705775532,0.23664048587852843,0.23847515138100592,0.24030106885342806,0.24198954651151086,0.2469602837795131,0.24723140558879586,0.2513904150456391,0.25524512951807027,0.2595896774330442,0.2631288359073187,0.2693688795255102,0.2820834069249481,0.28595252567875934,0.2949343363993629,0.30481824516175454,0.316133609656636,0.33134579401967984,0.39043426281440213
