trading_days_to_expiration,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,0.1891884950420177,0.1891884950420177,0.1891884950420177,0.1625296788580594,0.14248806801609407,0.15025360735391524,0.1511198213876328,0.14178986976545194,0.12954124031295763,0.14711217732019072,0.15122766944858945,0.5054457395049002,0.46175576994981254,0.14629216266615278,0.08212404375272656,0.2069072935282846,0.3206276620904976,0.4273965299224891,0.5299040340434847,0.19193680017616996,0.19858420883373298,0.20095772538668938,0.20722375947608968,0.21549994389376495,0.21945893996317195,0.24812728230795986,0.2595921739830376,0.27254743398231485,0.2760435914316976
21,0.1891884950420177,0.1891884950420177,0.1891884950420177,0.14920027076608025,0.14579667068709057,0.15082777435182934,0.1509787614065775,0.1372659539354168,0.14362485640450454,0.1565937017080392,0.15795463479839467,0.16487735196685746,0.16668545103031748,0.16980269343260573,0.17610539171271258,0.17837513743501943,0.18421148497111445,0.18608172976060464,0.19274697379774303,0.19619596069275339,0.20427595064805193,0.20739879667984343,0.2161343213898409,0.2262237413698905,0.2312106139657462,0.2537661717553644,0.2615341747255953,0.27621852040122136,0.27598528177518966
80,0.1891884950420177,0.1891884950420177,0.1891884950420177,0.1358708626741011,0.14910527335808704,0.15140194134974344,0.1508377014255222,0.162528001318074,0.15859184517594438,0.16337307919671984,0.16452211036668962,0.16806813979221005,0.17057313512740496,0.17262616850335208,0.17572144547383978,0.1787456608791691,0.1796650487489657,0.1787491137499829,0.18341847914300313,0.18720072520509506,0.18807558280038128,0.18940263564858723,0.19405234894151382,0.1959555919580235,0.23684950341315075,0.25570817249792216,0.2652052611445018,0.2761602107447134,0.27598528177518966
143,0.1891884950420177,0.1891884950420177,0.17585908695003855,0.13917946534509756,0.14967944035600114,0.15126088136868812,0.14631378559548705,0.11545762422141073,0.13763065293234222,0.14450070409878424,0.15522849928568327,0.16277222785987439,0.16688993948815758,0.1696140135395954,0.17307721872307938,0.174992253768383,0.1785805625242653,0.18224939685826258,0.18767763965958656,0.192892467019414,0.19451665409353533,0.19831319756233845,0.2047761464176394,0.20770726596059774,0.2424883928605553,0.2576501732404799,0.26887634756340834,0.27610190108820554,0.27598528177518966
