trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8
2,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.08074870121695964,0.08924305865680872,0.13796381912516198,0.1921006596649929,0.26733306410359414,0.3391757593934203,0.4075750247851431,0.47405465626629467,0.1713991341863047,0.18247252786387802
27,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.08186825790491786,0.07665362511209307,0.09390336926423173,0.10878691222173296,0.122762419281376,0.13649439760921075,0.15411905537390222,0.16881173675649747,0.18487481786102322,0.19834916923865045
85,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.08298781459287607,0.09942293831150023,0.10968738003812836,0.11746903864656998,0.12422163508046077,0.13007188295126024,0.13767774887374418,0.14444776683686764,0.15071924511433313,0.15816533665383825
144,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.07962914452900142,0.09480245002245552,0.10533339078096254,0.11348595476359924,0.11926880035661813,0.12358096025713018,0.1265730060450365,0.3058662025700194,0.15792345051158616,0.16659588648910556,0.15816533665383825
