trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,0.44514433562883315,0.44514433562883315,0.44514433562883315,0.4025634364000037,0.2322398394846859,0.12949282850874638,0.16368722397744345,0.14993525118821194,0.16623135829888994,0.18480666330976442,0.1931224005491953,0.19317563353173162,0.19758372363797716,0.20822715351490823,0.2185836101219142,0.23825006346559596,0.27854577710335293,0.3273123535174288,0.3834787829102876,0.43695797054331925,0.22958949851310823,0.22070323894461688,0.2260152973195651,0.23227352283495664,0.2375695448945117,0.24431823269542652,0.2502970463769329,0.25810382979481983,0.266540973074529,0.27506089719381577
32,0.44514433562883315,0.44514433562883315,0.44514433562883315,0.35998253717117423,0.1896589402558565,0.14908956551192667,0.17096942102879506,0.13255294877584578,0.1730350793926944,0.18109059011800685,0.18878365196116062,0.19423421235029983,0.19900245061139815,0.2009845446336847,0.20400224331971512,0.22242934263234446,0.24265289560243342,0.2689747314189884,0.2976300947324257,0.325982361077057,0.22477629410264535,0.22107331357083407,0.228301251880822,0.2331166810313955,0.2393743977278504,0.24588772376254525,0.2517169621505674,0.2605873057301288,0.2682760687790746,0.2775857635489135
52,0.44514433562883315,0.44514433562883315,0.44514433562883315,0.3174016379423448,0.147078041027027,0.16868630251510697,0.17825161808014667,0.18653752653829783,0.18662167972121269,0.19286433114107507,0.1935137141103013,0.19706628387673464,0.1968647411859521,0.20122889254634918,0.20280978694836754,0.20660862179909295,0.20676001410151387,0.21063710932054808,0.21178140655456376,0.2150067516107948,0.2199630896921825,0.22144338819705126,0.23058720644207892,0.23395983922783437,0.24117925056118908,0.24745721482966399,0.2531368779242018,0.2630707816654378,0.2700111644836202,0.28011062990401125
115,0.44514433562883315,0.44514433562883315,0.44514433562883315,0.27482073871351537,0.10989609150556609,0.15640502692609184,0.1673175536005781,0.16927365353432375,0.17826308844398067,0.1843069321436522,0.18882720868060102,0.1928139613734618,0.19538627188229077,0.19913222685405235,0.20418223066051144,0.206248378232311,0.2152326198670157,0.22136600951177343,0.2295251944261462,0.23440270292357107,0.2203331643183997,0.22372934275830816,0.2314303646385178,0.23576469206117304,0.2427487416283078,0.24887713060329844,0.2556203538595108,0.2648058773699834,0.27253603083871797,0.28011062990401125
