trading_days_to_expiration,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
13,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.254701857887805,0.2062435284736821,0.14292863040958334,0.2624781780622269,0.23854223167336627,0.3239233982601008,0.3208019788137664,0.32364923920251704,0.32362849287152984,0.3401178103906545,0.3674460685521007,0.2964624302227284,0.321747814965889,0.33704787960756344,0.3358977019645941,0.34013581823007877,0.34773050109017734,0.35547444319282345,0.3946062402635463,0.4113335412141916,0.4323844687843124,0.4521355772190193,0.4702632519940243,0.4797022639204519,0.48891580932916306
33,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.24258727553427428,0.19412894612015136,0.15440195113156638,0.3125878132561813,0.2904895827867278,0.29378157015336037,0.31057191520084776,0.307027125890364,0.30822269149088916,0.3215262567263531,0.3339227785500222,0.3445189255278923,0.35031729516609356,0.3672564107290768,0.36780578445758616,0.37292600562604056,0.38056695626135695,0.3903057791802063,0.3960397272913263,0.41643147918848,0.43770213198292324,0.4569467256310513,0.4747020941150153,0.48136898718893073,0.4914314167092405
92,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.27893102259486646,0.23047269318074357,0.18201436376662064,0.16587527185354944,0.2238220416023756,0.23200135592230758,0.2420114084804254,0.2448053765028461,0.24956858195153978,0.26413485401398373,0.2715236794399719,0.26295700685700857,0.26460885456547995,0.2766308173645367,0.2720815369786101,0.27455544343815513,0.2820575907478181,0.28581177121805773,0.3917392662079863,0.40113766526561473,0.4217491423870908,0.44251328039495524,0.4613855677520423,0.4763688173834941,0.4838845945690082,0.4914314167092405
153,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.2910456049483972,0.2668164402413358,0.21835811082721285,0.13145530968760027,0.17194268350463285,0.20200934681003177,0.22752095270682735,0.2300943929194163,0.2380125689831189,0.22947169304197235,0.24382167755062176,0.24021080945551992,0.24840593491756444,0.2931783347656845,0.30683934848605005,0.30398961947160213,0.3073456308341169,0.3148940459189977,0.3206431072054406,0.3931727532357663,0.40623560323990315,0.42706680558570165,0.4473244288069873,0.4658244098730333,0.478035540651973,0.4864002019490856,0.4914314167092405
