trading_days_to_expiration,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
20,0.18237528888029542,0.18237528888029542,0.18237528888029542,0.18237528888029542,0.5678544397035582,0.8295551618522924,0.5819983045032352,0.334441447154178,0.08688458980512083,0.11748396493716949,0.11854059467771308,0.12949971415563868,0.12894062468765313,0.13668713128797766,0.13517840328363148,0.14214099345848194,0.14356235537223086,0.14755745089536243,0.1507982325986458,0.1605495420204377,0.17265563950118332,0.18612655531202657,0.20022509109317962,0.21864216460382138,0.23635301283715096,0.2587812324507102,0.27732551991650645,0.29566939929729547,0.3127576037018614,0.3248427070905234
38,0.18237528888029542,0.18237528888029542,0.18237528888029542,0.18237528888029542,0.7605940151151895,0.767665947515028,0.5201090901659708,0.27255223281691365,0.09453443358813299,0.11774812237230539,0.09086046831511022,0.11799817683949723,0.12897167581566152,0.13391778358367495,0.1383773071764956,0.14341507804704245,0.14686435897383998,0.15003070430111426,0.15588946552872726,0.1653687083834677,0.17929927004543894,0.18965118925731483,0.20482935947084008,0.22306987666215378,0.24196006774054077,0.26341730431715926,0.2819114897617037,0.29994145039843695,0.3157788795490269,0.3248427070905234
83,0.18237528888029542,0.18237528888029542,0.18237528888029542,0.18237528888029542,0.953333590526821,0.7057767331777638,0.4582198758287066,0.2106630184796494,0.10218427737114516,0.11801227980744128,0.0777657307287164,0.10327514651271165,0.11923867398175081,0.12636999853275005,0.1315614796113329,0.13718202452841774,0.1418299893539906,0.15250395770686612,0.16098069845880872,0.1701878747464977,0.1859429005896946,0.1931758232026031,0.2094336278485005,0.22749758872048617,0.2475671226439306,0.26805337618360836,0.286497459606901,0.30421350149957843,0.3188001553961924,0.3248427070905234
142,0.18237528888029542,0.18237528888029542,0.18237528888029542,0.3751148642919268,0.8914443761895567,0.6438875188404996,0.39633066149144236,0.14877380414238517,0.10983412115415733,0.11827643724257718,0.0686667540598343,0.08865041534354987,0.10328269564284497,0.11047764584415282,0.11608368079062578,0.1273797804860571,0.14469372012467652,0.15165109515275596,0.1607651202396232,0.1714217571238405,0.18603472795086057,0.19670045714789136,0.21403789622616093,0.23192530077881857,0.2531741775473204,0.2726894480500574,0.2910834294520982,0.3084855526007199,0.3218214312433579,0.3248427070905234
