trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8
6,0.14169626475315433,0.14169626475315433,0.14169626475315433,0.13386841099436503,0.12343127264931261,0.2034547912581865,0.15500205621313692,0.165138998567817,0.18702763062331762,0.22730385632899694,0.25685312818429856,0.31675500820772723,0.34995014251844647,0.2567834827179292,0.27911850136616956
26,0.14169626475315433,0.14169626475315433,0.14169626475315433,0.13125912640810192,0.1208219880630495,0.04635834812454622,0.12171500895499242,0.13976642907854367,0.15268609213228632,0.17119961741698095,0.1891376573553503,0.21363654748116717,0.23972542906611513,0.26246950060186724,0.28466816828760366
85,0.14169626475315433,0.14169626475315433,0.13908698016689122,0.1286498418218388,0.11821270347678639,0.11912942733002395,0.13691243923486934,0.146713752053895,0.15336237313656598,0.1590186081092059,0.16540045222019656,0.17034752348104581,0.24541144695005315,0.26801916752330135,0.28466816828760366
144,0.14169626475315433,0.14169626475315433,0.1364776955806281,0.12604055723557572,0.1156034188905233,0.13499520452216765,0.1467729061085441,0.15490591477276713,0.16093039350495233,0.16428926229919608,0.16807506332164998,0.2601488329997461,0.2510974648339912,0.27356883444473545,0.28466816828760366
