trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
13,0.06457547488772157,0.06457547488772157,0.06457547488772157,0.06457547488772157,0.06490889080673096,0.07915774226223123,0.09950765281667462,0.10690977424859208,0.11200405352427659,0.11888913075214562,0.11834023850959301,0.1255784813342322,0.12560351259628594,0.13518485035074662,0.13863128519323542,0.16102769270610548,0.16480838625363142,0.19402090859360113
28,0.06457547488772157,0.06457547488772157,0.06457547488772157,0.06457547488772157,0.06524230672574036,0.09240634596070332,0.09453640817986673,0.12057486009283751,0.13040002358009534,0.13624231929713249,0.14011625488165408,0.13409518056514874,0.13694780720450184,0.14210287581735198,0.14652496134729387,0.15886259591325172,0.16271890015376575,0.19402090859360113
48,0.06457547488772157,0.06457547488772157,0.06457547488772157,0.06457547488772157,0.06557572264474974,0.10565494965917542,0.12444869605890968,0.1244941201223201,0.13593970218484405,0.1347736468961299,0.14337796218587526,0.14261187979606527,0.14829210181271776,0.14902090128395737,0.1544186375013523,0.15669749912039796,0.16062941405390008,0.19402090859360113
113,0.06457547488772157,0.06457547488772157,0.06457547488772157,0.06457547488772157,0.06590913856375913,0.1044788974534825,0.124603277785652,0.12168586909246078,0.13322314153907103,0.13344615690087516,0.14136280961219097,0.14182244652293288,0.1478734011180938,0.14788569945036198,0.1533852092471316,0.15432763626750465,0.1590959741528488,0.19402090859360113
