trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
15,0.2673293053646412,0.36858766045960095,0.3650883351364303,0.3790597717161028,0.38829955687746326,0.3950678194489364,0.40754063785935174,0.4224131889217455,0.43552533084481915,0.4411773823839177,0.47049487302803306,0.4843456288403177,0.5002781814626219,0.5141870175865441,0.5276607203873594,0.5432216863286274,0.5788996908036684,0.4377742786575965,0.47990067611499543,0.4876506557300433,0.5031269527298362,0.5105737066731368,0.534166194653348
35,0.2673293053646412,0.3005128625912341,0.3014067578589403,0.31825898686775134,0.32691198884396083,0.33904031882162,0.3452385213168168,0.35558587242197376,0.3642773789033437,0.37426191536170716,0.3856396395993592,0.39864025106300577,0.4094164814254958,0.4193646729603403,0.4270873592511278,0.4470787522012006,0.45330485883420424,0.4744696906097334,0.4817110046167495,0.4896305394344746,0.5076257571616234,0.5115563565103081,0.5417028073676946
96,0.21679545546150777,0.23620313725719316,0.25222443433433844,0.275481965143951,0.2720563598220343,0.2831921797418955,0.2942031632631589,0.303510082855736,0.32182695150026835,0.32132049210431773,0.32867437450853015,0.33710393135517597,0.3432955289990474,0.3489618417768028,0.3539878378562019,0.3594341179994285,0.3643834547533228,0.47628001911148743,0.4836908883211808,0.4941293438662618,0.5086084069987946,0.5190929692246546,0.5417028073676946
164,0.19164494704785515,0.21140745649908094,0.21864457642202345,0.2265651527924621,0.24394446140300316,0.34536640880062364,0.3583081760924522,0.36951770685027757,0.38150216694209305,0.39590768256617537,0.4065100016744239,0.4186910564088989,0.42874127329279577,0.4383112810820811,0.4486047620924147,0.46916690440154846,0.40107886670545967,0.47809034761324143,0.48567077202561204,0.498628148298049,0.5095910568359657,0.5266295819390013,0.5417028073676946
