trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
17,0.13820731450347065,0.13820731450347065,0.13820731450347065,0.13820731450347065,0.14361850391798175,0.14812414125574674,0.15096362715239633,0.16477718577193445,0.1857636169962888,0.20952846962267252,0.22614224747692696,0.25527418259001844,0.2783717138612976,0.21587381812137502,0.2297244616550111,0.24399690574107935
37,0.13820731450347065,0.13820731450347065,0.13820731450347065,0.10550766401410341,0.1356859846252438,0.14557048322295577,0.14929891866131614,0.1565704445038424,0.16353205069228102,0.17447132667833484,0.18946310030382524,0.22795595621022052,0.24372400345770912,0.21927258065500224,0.23325102088820188,0.2476065685509227
55,0.13820731450347065,0.13820731450347065,0.13820731450347065,0.1182112773153962,0.12408625068196501,0.14169406459700257,0.15161634166955867,0.16006003171714658,0.16677772444512792,0.177433097502757,0.18628359272923262,0.20063772983042258,0.2090762930541206,0.22267134318862947,0.2367775801213927,0.25121623136076604
115,0.13820731450347065,0.13820731450347065,0.13820731450347065,0.13091489061668898,0.10197765069157562,0.12283764564430298,0.1344434668996959,0.14441067121100862,0.152876516030802,0.16076072545934614,0.16742799964755678,0.17314184807281333,0.21247505558774782,0.22619790242182028,0.24038724293123603,0.25121623136076604
