trading_days_to_expiration,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.17351539767770785,0.17009679881207923,0.4094215822096534,0.23456646818287866,0.17860542802463902,0.20372090770291562,0.17874661347157678,0.17594878463353672,0.21013264057235745,0.26751633456203966,0.2932329472775585,0.2568039259033142,0.2618938990764746,0.27423071416626227,0.2826734868899099,0.29314192601727324,0.30300084628391105,0.3162617712214295,0.34694457434503484,0.36324955783633545,0.3968946313629834,0.42977898285077715,0.44679625528064326,0.48996855919807336
23,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.4559125971726028,0.17798267140267293,0.1532763787715553,0.28538415139925927,0.21305300608549055,0.1228735744607858,0.17011933597305917,0.1911425806899291,0.21459439180734813,0.22313993833449744,0.2306037705762036,0.24203457347524848,0.25188242380196657,0.2585282721135019,0.27446605203898444,0.2833351393752295,0.2957528638754753,0.30914568834160844,0.31863379884803655,0.3563814995107009,0.365538910611547,0.4073465382801289,0.4372564643743266,0.4499761855827488,0.5032993504031815
82,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.31248036056267275,0.182449945127638,0.16767590014328287,0.16134672058886515,0.19153954398810244,0.1920470625262153,0.2037009110740433,0.23133683487361476,0.236165125304036,0.25234273436723004,0.25994423960817115,0.2666469301060095,0.26862515300241996,0.2737600384208179,0.28135018191927064,0.2879200503008691,0.29071116216851633,0.3115177159682155,0.32807072401370263,0.35867085228591244,0.37599081752869246,0.41482401980367833,0.44043639467643214,0.463306976787857,0.5032993504031815
143,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.5993448337825329,0.16904812395274274,0.18691721885260312,0.18207542151501044,0.25607993028026677,0.23433728158849226,0.23732247943277207,0.2491014238418954,0.2622346265893662,0.27353978640573945,0.27905172904211306,0.27198159415118967,0.26172542800466186,0.26525952603944725,0.2739953762935401,0.28201183440459027,0.29053098815907114,0.2968560042262137,0.31388974359482247,0.3375076491793687,0.3609602050611239,0.38644272444583794,0.42230150132722777,0.4436163249785377,0.4766377679929652,0.5032993504031815
