trading_days_to_expiration,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
7,0.5563168346977356,0.5563168346977356,0.5563168346977356,0.4791011499278157,0.4106353865210498,0.3203996758677907,0.19719448883110421,0.29841122913307244,0.2220599354958775,0.18622291117877968,0.20537701589439084,0.19821711852140783,0.18402564980489866,0.18112916352235317,0.16829935567182758,0.17793802320757413,0.18136727751706452,0.18246093332229116,0.18009801837438563,0.1910090253469773,0.18992803485691284,0.20045934688160733,0.20834455394347667,0.2275588108793641,0.22297975976908316,0.24336850419680783,0.25081070595295707,0.2600573911476626,0.25469146091350015,0.30245766571338983,0.3557948557302753,0.4362386425593938,0.44849794019055766,0.5026566276926283,0.5551349159631656
23,0.5563168346977356,0.5563168346977356,0.5563168346977356,0.4018854651578958,0.32020351474858466,0.25807553758241225,0.21692114679587976,0.24794396822373513,0.22832836656376043,0.20800830622488506,0.2193064403145655,0.21824758950884923,0.21419426155204463,0.20324012910814826,0.2098489123314949,0.2075786050086325,0.20921845746494053,0.20884703250014566,0.20716830710698655,0.2078722180706736,0.20968103676406355,0.21280977114950828,0.21390791054265962,0.2180103376939816,0.21805788670152826,0.22507442656232168,0.23150389081097517,0.23361770882201,0.2306930625469171,0.2557850830392189,0.2859655816318664,0.4393034669671848,0.4620376120660753,0.5157761997602626,0.5551349159631656
61,0.5563168346977356,0.5563168346977356,0.5563168346977356,0.3246697803879759,0.22977164297611954,0.16779220756542565,0.19432865134021385,0.21031351959971,0.15879392280175092,0.1965899081450135,0.20003586631714976,0.19911483271328995,0.19684391403952825,0.19274885873530567,0.19711502511930823,0.19886882938794936,0.19819312306624226,0.1993357683929551,0.19956037227378462,0.19864130022107124,0.20095101460906115,0.2006027971754145,0.20106706167319946,0.20223928554186713,0.20251281623712275,0.20325332394917608,0.20608428809783558,0.2071780264963574,0.20669466418033405,0.20911250036504792,0.21613630753345753,0.44236829137497574,0.475577283941593,0.5288957718278969,0.5551349159631656
125,0.5563168346977356,0.5563168346977356,0.5563168346977356,0.24745409561805595,0.17279043391429408,0.17746783086632867,0.1732703494066136,0.18041415073657377,0.16825017723613928,0.1849128619698316,0.1887475657047136,0.18211837768009984,0.18703840489919193,0.18701282715385037,0.19153967023285565,0.19004564558901987,0.19110509180674537,0.18991975855378776,0.19357537650622195,0.1932368918466808,0.19448988578119786,0.1947428895028665,0.1948609794571517,0.19785333230530347,0.19750805237403096,0.19695088639910527,0.23307083962274908,0.23093474370492878,0.25457616494686197,0.28245367804766164,0.32618747504642565,0.4454331157827667,0.4891169558171107,0.5420153438955313,0.5551349159631656
