trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
8,0.2546153833876484,0.2792660499217324,0.2726512875686515,0.25173168658685136,0.2463805975204067,0.24581638769664568,0.2521635707978352,0.26347762314736844,0.2751403958859513,0.29269217945866055,0.30687350586517953,0.33289070577765534,0.3925307171747029,0.4476595620802459,0.2685291250207618,0.27417498388662864,0.28142903569586475,0.2889434673973177,0.27592246451695696,0.28314867444695546,0.29231313662481573,0.3006017726745538,0.3073403968780958,0.31788837684831794,0.33314539052511166,0.3507779999740218
26,0.2546153833876484,0.2821992604326603,0.26537143378160677,0.26021979576043175,0.24816440238768972,0.251009021112733,0.25221009314506476,0.24987025040908023,0.2567180352078627,0.2549850735893817,0.2582161399294209,0.2627996233438047,0.32505175123971847,0.3528995228166727,0.26502666375201167,0.2680790195164019,0.2741301329933216,0.28063210523268883,0.27772332524140547,0.28496091868750617,0.2950831234731952,0.3019761038510434,0.3093353778033772,0.32116738590814764,0.3374948883036788,0.35524480691990973
50,0.2546153833876484,0.25204453490937073,0.2434083346535035,0.2418825875512581,0.2457679306663043,0.25001461191756524,0.2496869175499611,0.2458062691967291,0.2526911709234936,0.251040219447611,0.2539995518060057,0.2519313343576513,0.25757278530473404,0.25813948355309946,0.2615242024832615,0.2619830551461751,0.2668312302907785,0.2723207430680599,0.279524185965854,0.2867731629280569,0.29785311032157463,0.303350435027533,0.3113303587286586,0.32444639496797734,0.341844386082246,0.35971161386579764
114,0.23849402247219864,0.23012191889914999,0.23442718483274402,0.2365761373344181,0.2412219646920123,0.24248676082186338,0.2446298467023502,0.24644682880757288,0.24987852878983247,0.24899411369611021,0.25372791770383485,0.2580927634731803,0.2647818400756729,0.27203158628951196,0.28027094825685545,0.2887279383984079,0.2972548295619466,0.27412160379250844,0.2813364302064047,0.2895431497764363,0.29922744149806424,0.3053454159528144,0.3146093677884883,0.3287958927465445,0.3463111930281339,0.35971161386579764
