trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
14,0.04384757280781305,0.04384757280781305,0.04384757280781305,0.04384757280781305,0.04384757280781305,0.04820042540645299,0.07800437157467438,0.09556870355176744,0.12593804876338083,0.15323141346176808,0.08739924073049628,0.09205953034418807,0.10219356249672468,0.10972594780665165,0.12445141738443663
37,0.04384757280781305,0.04384757280781305,0.04384757280781305,0.04384757280781305,0.04384757280781305,0.04639786957278982,0.064703209633627,0.06271206801335749,0.07857355382388982,0.07853406551784316,0.09035429913471399,0.0926279407473461,0.10538210307985087,0.11117389604891857,0.12887725782960932
102,0.04384757280781305,0.04384757280781305,0.04384757280781305,0.04384757280781305,0.02881666451762699,0.04238401465716257,0.05741931480808446,0.066117090311765,0.07611450416351309,0.08148912392206087,0.09092270953787202,0.09581648133047228,0.10683005132211779,0.11559973649409126,0.12887725782960932
162,0.04384757280781305,0.04384757280781305,0.04384757280781305,0.04384757280781305,0.03850854496203999,0.060194193115918476,0.03390967739564136,0.09602756953757291,0.11467295881264059,0.08444418232627857,0.09149111994103004,0.09900502191359847,0.10827799956438472,0.12002557693926394,0.12887725782960932
