trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7
11,0.1935306800992004,0.1935306800992004,0.1935306800992004,0.17119071322747897,0.14514803939068538,0.12837721854264517,0.1316587765630155,0.13592749039310867,0.14678474131576358,0.15981321880358873,0.172414935134464,0.18409224247920983,0.21052110446068925,0.15830821874833786
31,0.1935306800992004,0.1935306800992004,0.1456063217056108,0.14519509809409303,0.13586850869476905,0.14082113374790192,0.14209560467152718,0.14304942341972035,0.14736959222219903,0.15149043182981817,0.1575680207775502,0.16464530421434773,0.18557525198527908,0.16471117871500277
56,0.1935306800992004,0.1935306800992004,0.1541344522129002,0.11310963765529247,0.11979008004650737,0.08155776984594995,0.10408529557245631,0.11656825163952132,0.1255400717264203,0.13354947515806687,0.14161253122280193,0.15073020535386286,0.16062939950986888,0.1711141386816677
114,0.1935306800992004,0.1935306800992004,0.16266258272018957,0.08102417721649191,0.10371165139824569,0.1143882767085272,0.12326055586448498,0.12979391219726447,0.13446048598073176,0.13996867270010196,0.14424879441868546,0.14784264720227192,0.15190525878167294,0.1711141386816677
