datetime,1年中债国债到期收益率,3个月中债国债到期收益率,10年中债国债到期收益率,纳斯达克综合指数
2022/11/4,1.7628,1.68,2.7023,10475.25
2022/11/7,1.7516,1.68,2.7003,10564.52
2022/11/8,1.7774,1.6965,2.6853,10616.2
2022/11/9,1.8156,1.7509,2.6953,10353.17
2022/11/10,1.8584,1.7713,2.7028,11114.15
2022/11/11,1.9614,1.8104,2.7354,11323.33
2022/11/14,2.0663,2.0067,2.8354,11196.22
2022/11/15,2.1342,2.0506,2.8155,11358.41
2022/11/16,2.2014,2.1722,2.8329,11183.66
2022/11/17,2.1715,2.1699,2.8026,11144.96
2022/11/18,2.1718,2.1,2.825,11146.06
2022/11/21,2.1504,2.0995,2.818,11024.51
2022/11/22,2.1431,2.0999,2.8276,11174.41
2022/11/23,2.1024,2.0701,2.7975,11285.32
2022/11/24,2.0581,1.9504,2.795,
2022/11/25,2.0685,2.0002,2.83,11226.36
2022/11/28,2.0699,2.0002,2.86,11049.5
2022/11/29,2.1139,2.0221,2.88,10983.78
2022/11/30,2.1341,2.0811,2.885,11468
2022/12/1,2.1456,2.081,2.86,11482.45
2022/12/2,2.1554,2.0627,2.8676,11461.5
2022/12/5,2.1462,2.0539,2.8902,11239.94
2022/12/6,2.1566,2.0551,2.9152,11014.89
2022/12/7,2.2495,2.0917,2.8702,10958.55
2022/12/8,2.2457,2.0716,2.8853,11082
2022/12/9,2.2869,2.0505,2.8903,11004.62
2022/12/12,2.3019,2.0605,2.8902,11143.74
2022/12/13,2.3369,2.1005,2.8952,11256.81
2022/12/14,2.3019,2.0901,2.8655,11170.89
2022/12/15,2.3169,2.1,2.8829,10810.53
2022/12/16,2.3169,2.1057,2.8856,10705.41
2022/12/19,2.2969,2.15,2.8632,10546.03
2022/12/20,2.2969,2.1602,2.8732,10547.11
2022/12/21,2.2919,2.22,2.8606,10709.37
2022/12/22,2.2669,2.2123,2.8503,10476.12
2022/12/23,2.2269,2.1203,2.8251,10497.86
2022/12/26,2.2469,2.1216,2.8378,
2022/12/27,2.2469,2.1412,2.8657,10353.23
2022/12/28,2.2369,2.1501,2.8503,10213.29
2022/12/29,2.1669,2.1128,2.8376,10478.09
2022/12/30,2.0969,2.0519,2.8353,10466.48
2022/12/31,2.0969,2.0519,2.8353,
2023/1/3,2.112,1.9162,2.8228,10386.99
2023/1/4,2.067,1.8252,2.8103,10458.76
2023/1/5,2.082,1.8053,2.8304,10305.24
2023/1/6,2.097,1.8022,2.8328,10569.29
2023/1/9,2.0996,1.839,2.8428,10635.65
2023/1/10,2.122,1.8727,2.8602,10742.63
2023/1/11,2.127,1.8417,2.8603,10931.67
2023/1/12,2.097,1.8145,2.8778,11001.11
2023/1/13,2.097,1.8088,2.901,11079.16
2023/1/16,2.127,1.8477,2.9167,
2023/1/17,2.127,1.8514,2.9017,11095.11
2023/1/18,2.1615,1.9514,2.9222,10957.01
2023/1/19,2.1677,1.969,2.9145,10852.27
2023/1/20,2.1648,1.9173,2.9331,11140.43
2023/1/23,,,,11364.41
2023/1/24,,,,11334.27
2023/1/25,,,,11313.36
2023/1/26,,,,11512.41
2023/1/27,,,,11621.71
2023/1/28,2.1496,1.8701,2.9341,
2023/1/29,2.1519,1.8545,2.9219,
2023/1/30,2.176,1.8258,2.9133,11393.81
2023/1/31,2.1535,1.7856,2.8977,11584.55
2023/2/1,2.1631,1.8148,2.9101,11816.32
2023/2/2,2.1507,1.8219,2.897,12200.82
2023/2/3,2.1504,1.8507,2.8943,12006.96
2023/2/6,2.1581,1.8741,2.9017,11887.45
2023/2/7,2.163,1.9052,2.8964,12113.79
2023/2/8,2.1617,2.0045,2.8973,11910.52
2023/2/9,2.1673,2.006,2.8912,11789.58
2023/2/10,2.1682,1.985,2.9003,11718.12
2023/2/13,2.1734,1.985,2.8943,11891.79
2023/2/14,2.1781,1.9816,2.8914,11960.15
2023/2/15,2.1792,2.0306,2.8918,12070.59
2023/2/16,2.1916,2.031,2.8907,11855.83
2023/2/17,2.1973,2.0429,2.892,11787.27
2023/2/20,2.2395,2.0719,2.917,
2023/2/21,2.2422,2.1013,2.919,11492.3
2023/2/22,2.24,2.1008,2.9175,11507.07
2023/2/23,2.2603,2.1041,2.922,11590.4
2023/2/24,2.2948,2.058,2.9126,11394.94
2023/2/27,2.3165,2.0567,2.9117,11466.98
2023/2/28,2.3291,2.0605,2.9017,11455.54
2023/3/1,2.3197,2.0618,2.8977,11379.48
2023/3/2,2.3247,2.0502,2.9111,11462.98
2023/3/3,2.323,2.0708,2.9026,11689.01
2023/3/6,2.2955,2.0522,2.8826,11675.74
2023/3/7,2.288,2.0423,2.8726,11530.33
2023/3/8,2.273,2.0403,2.8828,11576
2023/3/9,2.273,2.0563,2.8752,11338.36
2023/3/10,2.263,2.061,2.8627,11138.89
2023/3/13,2.263,2.0622,2.8703,11188.84
2023/3/14,2.269,2.0725,2.8652,11428.15
2023/3/15,2.279,2.1352,2.8652,11434.05
2023/3/16,2.249,2.1201,2.8552,11717.28
2023/3/17,2.249,2.1005,2.8602,11630.51
2023/3/20,2.234,2.0524,2.8504,11675.54
2023/3/21,2.249,2.1017,2.8604,11860.11
2023/3/22,2.2728,2.1002,2.8577,11669.96
2023/3/23,2.2678,2.0804,2.8652,11787.4
2023/3/24,2.2928,2.0707,2.8676,11823.96
2023/3/27,2.2728,2.0625,2.8551,11768.84
2023/3/28,2.2778,2.0818,2.8556,11716.08
2023/3/29,2.2753,2.0702,2.8532,11926.24
2023/3/30,2.2728,2.0408,2.8603,12013.47
2023/3/31,2.2328,1.9006,2.8528,12221.91
2023/4/3,2.2328,1.8824,2.8604,12189.45
2023/4/4,2.2303,1.8739,2.8584,12126.33
2023/4/5,,,,11996.86
2023/4/6,2.2278,1.8701,2.8605,12087.96
2023/4/7,2.2278,1.8548,2.8464,
2023/4/10,2.2228,1.8728,2.8455,12084.36
2023/4/11,2.2128,1.8783,2.8203,12031.88
2023/4/12,2.2091,1.9283,2.8158,11929.34
2023/4/13,2.2066,1.9583,2.8277,12166.27
2023/4/14,2.2091,2,2.8281,12123.47
2023/4/17,2.2141,1.9987,2.8432,12157.72
2023/4/18,2.2016,1.9919,2.8319,12153.41
2023/4/19,2.1891,2.001,2.8333,12157.23
2023/4/20,2.1905,2.0114,2.8332,12059.56
2023/4/21,2.1894,2.0217,2.8258,12072.46
2023/4/23,2.1906,2.0247,2.822,
2023/4/24,2.1855,2.0047,2.8176,12037.2
2023/4/25,2.1754,2.0027,2.8157,11799.16
2023/4/26,2.1727,2.0132,2.8058,11854.35
2023/4/27,2.156,1.9833,2.7852,12142.24
2023/4/28,2.1464,1.9541,2.7788,12226.58
2023/5/1,,,,12212.6
2023/5/2,,,,12080.51
2023/5/3,,,,12025.33
2023/5/4,2.1362,1.9801,2.7613,11966.4
2023/5/5,2.1266,1.9512,2.7338,12235.41
2023/5/6,2.1215,1.9795,2.7311,
2023/5/8,2.1323,1.9734,2.7484,12256.92
2023/5/9,2.1203,1.9544,2.7383,12179.55
2023/5/10,2.0883,1.9447,2.721,12306.44
2023/5/11,2.0353,1.9049,2.701,12328.51
2023/5/12,2.0441,1.8911,2.7058,12284.74
2023/5/15,2.0602,1.8918,2.719,12365.21
2023/5/16,2.0653,1.8967,2.7129,12343.05
2023/5/17,2.078,1.9312,2.721,12500.57
2023/5/18,2.0729,1.9324,2.7184,12688.84
2023/5/19,2.0554,1.9003,2.7151,12657.9
2023/5/22,2.0218,1.8425,2.7132,12720.78
2023/5/23,1.9909,1.745,2.6962,12560.25
2023/5/24,1.9893,1.7304,2.7037,12484.16
2023/5/25,1.979,1.7204,2.7065,12698.09
2023/5/26,2.0188,1.7205,2.7205,12975.69
2023/5/29,1.9979,1.7175,2.695,
2023/5/30,1.9835,1.7034,2.7,13017.43
2023/5/31,1.9829,1.7101,2.685,12935.29
2023/6/1,1.9721,1.7113,2.6825,13100.98
2023/6/2,1.9731,1.7056,2.6951,13240.77
2023/6/5,1.939,1.7028,2.6926,13229.43
2023/6/6,1.9177,1.6736,2.6826,13276.42
2023/6/7,1.8955,1.6555,2.6827,13104.9
2023/6/8,1.8887,1.6561,2.6822,13238.52
2023/6/9,1.8636,1.6513,2.6703,13259.14
2023/6/12,1.8663,1.6652,2.6704,13461.92
2023/6/13,1.8514,1.6648,2.6227,13573.32
2023/6/14,1.8365,1.6502,2.6178,13626.48
2023/6/15,1.8616,1.6834,2.6482,13782.82
2023/6/16,1.8817,1.6949,2.6626,13689.57
2023/6/19,1.9018,1.7019,2.6876,
2023/6/20,1.9118,1.6933,2.6751,13667.29
2023/6/21,1.9161,1.7005,2.6701,13502.2
2023/6/22,,,,13630.61
2023/6/23,,,,13492.52
2023/6/25,1.912,1.6918,2.6576,
2023/6/26,1.912,1.691,2.6677,13335.78
2023/6/27,1.952,1.678,2.6676,13555.67
2023/6/28,1.942,1.6841,2.6651,13591.75
2023/6/29,1.932,1.661,2.6526,13591.33
2023/6/30,1.8723,1.6535,2.6351,13787.92
2023/7/3,1.8425,1.626,2.6402,13816.77
2023/7/4,1.8326,1.6258,2.6477,
2023/7/5,1.8227,1.6355,2.6402,13791.65
2023/7/6,1.8227,1.6754,2.6392,13679.04
2023/7/7,1.8279,1.6542,2.6403,13660.72
2023/7/10,1.8279,1.654,2.6403,13685.48
2023/7/11,1.8231,1.6459,2.6353,13760.7
2023/7/12,1.8183,1.6531,2.6378,13918.96
2023/7/13,1.8384,1.6455,2.6413,14138.57
2023/7/14,1.8385,1.6619,2.6444,14113.7
2023/7/17,1.7635,1.6557,2.6364,14244.95
2023/7/18,1.7635,1.6275,2.6234,14353.64
2023/7/19,1.7535,1.628,2.6233,14358.02
2023/7/20,1.7485,1.6126,2.6214,14063.31
2023/7/21,1.7385,1.6034,2.6079,14032.81
2023/7/24,1.7335,1.6161,2.5934,14058.87
2023/7/25,1.7782,1.6735,2.663,14144.56
2023/7/26,1.7882,1.6506,2.643,14127.28
2023/7/27,1.8182,1.6007,2.6395,14050.11
2023/7/28,1.8181,1.6051,2.6533,14316.66
2023/7/31,1.8102,1.601,2.6597,14346.02
2023/8/1,1.7751,1.5841,2.6607,14283.91
2023/8/2,1.7663,1.5607,2.6525,13973.45
2023/8/3,1.7421,1.5514,2.6435,13959.72
2023/8/4,1.7511,1.5472,2.6469,13909.24
2023/8/7,1.7599,1.537,2.6462,13994.4
2023/8/8,1.7796,1.5644,2.6454,13884.32
2023/8/9,1.8093,1.5451,2.6461,13722.02
2023/8/10,1.8265,1.5444,2.6475,13737.99
2023/8/11,1.8305,1.5319,2.6381,13644.85
2023/8/14,1.8156,1.5257,2.6212,13788.33
2023/8/15,1.8245,1.5027,2.5759,13631.05
2023/8/16,1.8375,1.565,2.5649,13474.63
2023/8/17,1.8397,1.619,2.5678,13316.93
2023/8/18,1.8323,1.6119,2.5639,13290.78
2023/8/21,1.8705,1.6061,2.5403,13497.59
2023/8/22,1.899,1.6066,2.5564,13505.87
2023/8/23,1.8964,1.5907,2.5535,13721.03
2023/8/24,1.8772,1.5715,2.5543,13463.97
2023/8/25,1.8951,1.5725,2.5702,13590.65
2023/8/28,1.9245,1.6416,2.5837,13705.13
2023/8/29,1.9902,1.7053,2.57,13943.76
2023/8/30,1.9392,1.7102,2.56,14019.31
2023/8/31,1.9051,1.7009,2.5575,14034.97
2023/9/1,1.9578,1.6514,2.585,14031.82
2023/9/4,1.9822,1.6526,2.6124,
2023/9/5,1.9929,1.6186,2.615,14020.95
2023/9/6,2.0801,1.6009,2.6375,13872.47
2023/9/7,2.0874,1.6508,2.635,13748.83
2023/9/8,2.0952,1.6601,2.6375,13761.53
2023/9/11,2.1352,1.7451,2.63,13917.89
2023/9/12,2.1252,1.7651,2.623,13773.62
2023/9/13,2.1027,1.8029,2.615,13813.59
2023/9/14,2.1027,1.8015,2.6075,13926.05
2023/9/15,2.1327,1.8023,2.64,13708.34
2023/9/18,2.1727,1.806,2.65,13710.24
2023/9/19,2.1877,1.8171,2.6625,13678.19
2023/9/20,2.2077,1.8507,2.665,13469.13
2023/9/21,2.1877,1.8613,2.6576,13223.99
2023/9/22,2.1977,1.8529,2.6776,13211.81
2023/9/25,2.2127,1.9096,2.6976,13271.32
2023/9/26,2.2327,2.0584,2.6951,13063.61
2023/9/27,2.2077,2.1032,2.6877,13092.85
2023/9/28,2.1677,2.0009,2.6751,13201.28
2023/9/29,,,,13219.32
2023/10/2,,,,13307.77
2023/10/3,,,,13059.47
2023/10/4,,,,13236.01
2023/10/5,,,,13219.83
2023/10/6,,,,13431.34
2023/10/7,2.1477,1.8109,2.6651,
2023/10/8,2.1377,1.7658,2.6626,
2023/10/9,2.1577,1.782,2.6702,13484.24
2023/10/10,2.1977,1.8133,2.6811,13562.84
2023/10/11,2.2377,1.8633,2.6976,13659.68
2023/10/12,2.1977,1.8657,2.6911,13574.22
2023/10/13,2.1777,1.8957,2.6702,13407.23
2023/10/16,2.1877,1.9357,2.6777,13567.98
2023/10/17,2.2227,1.9852,2.6882,13533.75
2023/10/18,2.2457,2.0402,2.7052,13314.3
2023/10/19,2.2907,2.1302,2.7177,13186.18
2023/10/20,2.3107,2.1802,2.7052,12983.81
2023/10/23,2.3007,2.1802,2.7047,13018.33
2023/10/24,2.3257,2.2052,2.7177,13139.88
2023/10/25,2.2838,2.3048,2.7052,12821.22
2023/10/26,2.2838,2.3045,2.7152,12595.61
2023/10/27,2.2807,2.3027,2.7133,12643.01
2023/10/30,2.2251,2.2905,2.7141,12789.48
2023/10/31,2.2051,2.2929,2.6938,12851.24
2023/11/1,2.2501,2.3114,2.6853,13061.47
2023/11/2,2.2151,2.2867,2.6553,13294.19
2023/11/3,2.2202,2.2785,2.6613,13478.28
2023/11/6,2.2303,2.2798,2.6554,13518.78
2023/11/7,2.2505,2.2904,2.6632,13639.86
2023/11/8,2.2479,2.3189,2.6464,13650.41
2023/11/9,2.2406,2.316,2.6494,13521.45
2023/11/10,2.2306,2.3276,2.6444,13798.11
2023/11/13,2.2059,2.3116,2.6454,13767.74
2023/11/14,2.1713,2.3167,2.6573,14094.38
2023/11/15,2.1613,2.3194,2.6633,14103.84
2023/11/16,2.1415,2.3141,2.6558,14113.67
2023/11/17,2.1221,2.3118,2.6524,14125.48
2023/11/20,2.1477,2.3075,2.6584,14284.53
2023/11/21,2.2024,2.319,2.6684,14199.98
2023/11/22,2.3112,2.3756,2.6823,14265.86
2023/11/23,2.3264,2.3605,2.7023,
2023/11/24,2.3317,2.3607,2.7053,14250.86
2023/11/27,2.3889,2.3715,2.7108,14241.02
2023/11/28,2.3564,2.3767,2.6898,14281.76
2023/11/29,2.3566,2.455,2.6826,14258.49
2023/11/30,2.3367,2.3874,2.668,14226.22
2023/12/1,2.3439,2.3941,2.6625,14305.03
2023/12/4,2.3769,2.4115,2.6725,14185.49
2023/12/5,2.3817,2.4111,2.665,14229.91
2023/12/6,2.3971,2.4762,2.6725,14146.71
2023/12/7,2.3816,2.4413,2.664,14339.99
2023/12/8,2.3791,2.419,2.6636,14403.97
2023/12/11,2.3816,2.4196,2.644,14432.49
2023/12/12,2.3826,2.4238,2.6375,14533.4
2023/12/13,2.3526,2.405,2.6226,14733.96
2023/12/14,2.3351,2.3601,2.6376,14761.56
2023/12/15,2.3076,2.3041,2.6227,14813.92
2023/12/18,2.2951,2.2998,2.6126,14904.81
2023/12/19,2.3001,2.2653,2.6191,15003.22
2023/12/20,2.3051,2.2418,2.6222,14777.94
2023/12/21,2.2801,2.22,2.5901,14963.87
2023/12/22,2.2526,2.2206,2.5877,14992.97
2023/12/25,2.2246,2.1506,2.5678,
2023/12/26,2.2046,2.1181,2.5804,15074.57
2023/12/27,2.1546,1.9545,2.5577,15099.18
2023/12/28,2.1196,1.9007,2.5694,15095.14
2023/12/29,2.0796,1.8017,2.5553,15011.35
2023/12/31,2.0796,1.8017,2.5553,
2024/1/2,2.1166,1.8057,2.5601,14765.94
2024/1/3,2.1416,1.8091,2.5531,14592.21
2024/1/4,2.1541,1.8406,2.5368,14510.3
2024/1/5,2.1091,1.8025,2.5175,14524.07
2024/1/8,2.1191,1.8125,2.5136,14843.77
2024/1/9,2.0991,1.8208,2.4862,14857.71
2024/1/10,2.1091,1.8196,2.4982,14969.65
2024/1/11,2.0941,1.8296,2.4992,14970.19
2024/1/12,2.0941,1.8308,2.5172,14972.76
2024/1/15,2.0991,1.8508,2.5212,
2024/1/16,2.1091,1.8708,2.5252,14944.35
2024/1/17,2.1041,2.0057,2.5077,14855.62
2024/1/18,2.0991,2.0073,2.5092,15055.65
2024/1/19,2.0841,1.9792,2.5027,15310.97
2024/1/22,2.0813,1.9866,2.4922,15360.29
2024/1/23,2.0841,1.9787,2.5042,15425.94
2024/1/24,2.0691,1.9787,2.5042,15481.92
2024/1/25,2.0342,1.955,2.4984,15510.5
2024/1/26,2.0229,1.9042,2.4994,15455.36
2024/1/29,1.9401,1.862,2.494,15628.04
2024/1/30,1.8751,1.8096,2.4557,15509.9
2024/1/31,1.8802,1.791,2.433,15164.01
2024/2/1,1.8802,1.7753,2.4354,15361.64
2024/2/2,1.8903,1.7718,2.4244,15628.95
2024/2/4,1.8803,1.7718,2.4053,
2024/2/5,1.8829,1.7505,2.4002,15597.68
2024/2/6,1.9269,1.7558,2.4525,15609
2024/2/7,1.9287,1.744,2.4153,15756.64
2024/2/8,1.9265,1.7277,2.4379,15793.72
2024/2/9,1.9265,1.7127,2.4302,15990.66
2024/2/12,,,,15942.55
2024/2/13,,,,15655.6
2024/2/14,,,,15859.15
2024/2/15,,,,15906.17
2024/2/16,,,,15775.65
2024/2/18,1.9292,1.687,2.4393,
2024/2/19,1.9157,1.6713,2.4344,
2024/2/20,1.8649,1.6632,2.4134,15630.78
2024/2/21,1.8149,1.6017,2.4119,15580.87
2024/2/22,1.7731,1.6052,2.4033,16041.62
2024/2/23,1.7699,1.5512,2.4009,15996.82
2024/2/26,1.767,1.5512,2.3789,15976.25
2024/2/27,1.7739,1.5855,2.3809,16035.3
2024/2/28,1.7863,1.6625,2.3376,15947.74
2024/2/29,1.7871,1.6454,2.3375,16091.92
2024/3/1,1.7833,1.628,2.3675,16274.94
2024/3/4,1.7612,1.6055,2.3475,16207.51
2024/3/5,1.7732,1.5955,2.3169,15939.59
2024/3/6,1.7574,1.6006,2.265,16031.54
2024/3/7,1.7578,1.5809,2.2776,16273.38
2024/3/8,1.7525,1.5819,2.2825,16085.11
2024/3/11,1.7575,1.6056,2.305,16019.27
2024/3/12,1.7975,1.5931,2.3476,16265.64
2024/3/13,1.8175,1.6237,2.3326,16177.77
2024/3/14,1.8475,1.6437,2.3425,16128.53
2024/3/15,1.8325,1.6537,2.32,15973.17
2024/3/18,1.7825,1.6724,2.2926,16103.448
2024/3/19,1.7725,1.6739,2.2801,16166.79
2024/3/20,1.7725,1.6658,2.2951,16369.41
2024/3/21,1.7625,1.6412,2.2851,16401.84
2024/3/22,1.7625,1.6403,2.3051,16428.82
2024/3/25,1.7875,1.65,2.3151,16384.47
2024/3/26,1.79,1.6365,2.3175,16315.7
2024/3/27,1.7525,1.6408,2.2876,16399.52
2024/3/28,1.7525,1.6411,2.3026,16379.46
2024/3/29,1.7225,1.6414,2.2901,
2024/4/1,1.7425,1.6333,2.3082,16396.83
2024/4/2,1.7275,1.6202,2.2927,16240.45
2024/4/3,1.7225,1.6122,2.2837,16277.46
2024/4/4,,,,16049.08
2024/4/5,,,,16248.52
2024/4/7,1.7225,1.6102,2.2937,
2024/4/8,1.7025,1.5892,2.2822,16253.955
2024/4/9,1.6925,1.5792,2.2802,16306.639
2024/4/10,1.7033,1.5601,2.2972,16170.36
2024/4/11,1.7033,1.5501,2.2928,16442.2
2024/4/12,1.6958,1.5502,2.2837,16175.094
2024/4/15,1.7033,1.5407,2.2798,15885.02
2024/4/16,1.7233,1.541,2.2723,15865.25
2024/4/17,1.7133,1.5461,2.2608,15683.37
2024/4/18,1.6983,1.5459,2.2537,15601.5
2024/4/19,1.6933,1.5529,2.254,15282.01
2024/4/22,1.6833,1.5723,2.2435,15451.31
2024/4/23,1.6633,1.5813,2.226,15696.64
2024/4/24,1.6696,1.6228,2.2727,15712.75
2024/4/25,1.6046,1.5803,2.2612,15611.76
2024/4/26,1.6646,1.6103,2.3084,15927.9
2024/4/28,1.6932,1.6219,2.3244,
2024/4/29,1.7831,1.6342,2.353,15983.08
2024/4/30,1.6928,1.5342,2.3028,15657.82
2024/5/1,,,,15605.48
2024/5/2,,,,15840.96
2024/5/3,,,,16156.33
2024/5/6,1.7022,1.6485,2.3081,16349.25
2024/5/7,1.7028,1.6442,2.2896,16332.56
2024/5/8,1.7071,1.632,2.2955,16302.76
2024/5/9,1.7205,1.6202,2.3186,16346.27
2024/5/10,1.7044,1.6199,2.3122,16340.87
2024/5/11,1.7092,1.6277,2.3361,
2024/5/13,1.6417,1.5816,2.29,16388.24
2024/5/14,1.6132,1.5714,2.2938,16511.18
2024/5/15,1.6134,1.5811,2.302,16742.39
2024/5/16,1.628,1.57,2.3147,16698.32
2024/5/17,1.6073,1.6003,2.3077,16685.97
2024/5/20,1.6136,1.5361,2.3105,16794.87
2024/5/21,1.6129,1.5323,2.3141,16832.62
2024/5/22,1.6052,1.5516,2.3123,16801.54
2024/5/23,1.6085,1.5608,2.3063,16736.03
2024/5/24,1.6375,1.5606,2.3134,16920.79
2024/5/27,1.6612,1.5513,2.3084,
2024/5/28,1.6552,1.5413,2.2994,17019.88
2024/5/29,1.6567,1.5632,2.2776,16920.58
2024/5/30,1.6531,1.5616,2.2826,16737.08
2024/5/31,1.6444,1.5428,2.2926,16735.02
2024/6/3,1.6457,1.5051,2.2853,16828.67
2024/6/4,1.6461,1.5435,2.2854,16857.05
2024/6/5,1.6319,1.4956,2.2808,17187.91
2024/6/6,1.6105,1.4817,2.2828,17173.12
2024/6/7,1.604,1.4818,2.2833,17133.13
2024/6/10,,,,17192.53
2024/6/11,1.599,1.4901,2.2791,17343.55
2024/6/12,1.599,1.5001,2.276,17608.44
2024/6/13,1.597,1.5514,2.2678,17667.56
2024/6/14,1.594,1.5414,2.2558,17688.88
2024/6/17,1.604,1.5376,2.2609,17857.02
2024/6/18,1.604,1.5204,2.2537,17862.23
2024/6/19,1.599,1.5227,2.2429,
2024/6/20,1.599,1.5068,2.2445,17721.59
2024/6/21,1.5915,1.5007,2.2571,17689.36
2024/6/24,1.5915,1.473,2.2451,
