datetime,1年中债国债到期收益率,3个月中债国债到期收益率,10年中债国债到期收益率,纳斯达克综合指数
2020/10/22,2.6461,2.6327,3.1707,11506.01
2020/10/23,2.6821,2.6359,3.1957,11548.28
2020/10/26,2.6917,2.6453,3.1934,11358.94
2020/10/27,2.6867,2.6459,3.1609,11431.35
2020/10/28,2.7228,2.6631,3.181,11004.87
2020/10/29,2.7191,2.656,3.186,11185.59
2020/10/30,2.7273,2.662,3.181,10911.59
2020/11/2,2.7525,2.6647,3.1785,10957.61
2020/11/3,2.7322,2.6364,3.1762,11160.57
2020/11/4,2.7347,2.6591,3.1687,11590.78
2020/11/5,2.7481,2.6633,3.1912,11890.93
2020/11/6,2.7832,2.6513,3.2063,11895.23
2020/11/9,2.7944,2.6578,3.2363,11713.78
2020/11/10,2.7882,2.6564,3.2241,11553.86
2020/11/11,2.8009,2.7113,3.2391,11786.43
2020/11/12,2.8287,2.756,3.2614,11709.59
2020/11/13,2.8464,2.7926,3.2715,11829.29
2020/11/16,2.8497,2.6887,3.2741,11924.13
2020/11/17,2.8634,2.6887,3.2866,11899.34
2020/11/18,2.94,2.7526,3.324,11801.6
2020/11/19,2.9433,2.808,3.3487,11904.71
2020/11/20,2.9503,2.9216,3.31,11854.97
2020/11/23,2.951,2.8924,3.265,11880.63
2020/11/24,2.969,2.9023,3.29,12036.79
2020/11/25,2.9461,2.9031,3.2675,12094.4
2020/11/26,2.9357,2.9279,3.285,
2020/11/27,2.9104,2.9274,3.3,12205.85
2020/11/30,2.831,2.8599,3.25,12198.74
2020/12/1,2.8457,2.8801,3.2725,12355.11
2020/12/2,2.8608,2.8707,3.2925,12349.37
2020/12/3,2.8761,2.8616,3.2851,12377.18
2020/12/4,2.8708,2.8551,3.2651,12464.23
2020/12/7,2.8614,2.834,3.2701,12519.95
2020/12/8,2.8417,2.8103,3.2551,12582.77
2020/12/9,2.8449,2.7421,3.2726,12338.95
2020/12/10,2.8047,2.7135,3.2601,12405.81
2020/12/11,2.8334,2.7221,3.2951,12377.87
2020/12/14,2.8245,2.6999,3.2851,12440.04
2020/12/15,2.7888,2.6754,3.2777,12595.06
2020/12/16,2.7312,2.6,3.2752,12658.19
2020/12/17,2.7273,2.6,3.2802,12764.75
2020/12/18,2.7267,2.5802,3.2902,12755.64
2020/12/21,2.6919,2.533,3.2652,12742.52
2020/12/22,2.6695,2.5113,3.2278,12807.92
2020/12/23,2.6551,2.4711,3.2153,12771.11
2020/12/24,2.6501,2.4806,3.2303,12804.73
2020/12/25,2.6096,2.4739,3.1878,
2020/12/28,2.5671,2.4027,3.1629,12899.42
2020/12/29,2.5486,2.3633,3.1554,12850.22
2020/12/30,2.5036,2.3502,3.1204,12870
2020/12/31,2.4739,2.2824,3.1429,12888.28
2021/1/4,2.4952,2.1518,3.178,12698.45
2021/1/5,2.4714,2.1029,3.1305,12818.96
2021/1/6,2.4109,2.0034,3.1256,12740.79
2021/1/7,2.3568,1.9879,3.1256,13067.48
2021/1/8,2.3568,1.897,3.1456,13201.98
2021/1/11,2.3653,1.8756,3.1632,13036.43
2021/1/12,2.335,1.9029,3.1457,13072.43
2021/1/13,2.2914,1.8825,3.1157,13128.95
2021/1/14,2.3405,1.8529,3.1059,13112.64
2021/1/15,2.3843,1.8529,3.1508,12998.5
2021/1/18,2.45,1.9013,3.1658,
2021/1/19,2.4859,2.0313,3.1609,13197.18
2021/1/20,2.47,2.0513,3.161,13457.25
2021/1/21,2.4475,2.0318,3.1335,13530.92
2021/1/22,2.4525,2.0316,3.1185,13543.06
2021/1/25,2.4911,2.0525,3.1323,13635.99
2021/1/26,2.5575,2.2014,3.1585,13626.06
2021/1/27,2.588,2.3514,3.1636,13270.6
2021/1/28,2.6957,2.6999,3.1961,13337.16
2021/1/29,2.6799,2.5931,3.1786,13070.69
2021/2/1,2.6043,2.4501,3.1712,13403.4
2021/2/2,2.6227,2.4001,3.1862,13612.78
2021/2/3,2.6938,2.4151,3.2112,13610.54
2021/2/4,2.7155,2.4351,3.2347,13777.74
2021/2/5,2.7021,2.4551,3.2164,13856.3
2021/2/7,2.6928,2.4601,3.2168,
2021/2/8,2.6968,2.4701,3.237,13987.64
2021/2/9,2.6772,2.2999,3.2303,14007.7
2021/2/10,2.6559,2.21,3.2449,13972.53
2021/2/11,,,,14025.77
2021/2/12,,,,14095.47
2021/2/16,,,,14047.5
2021/2/17,,,,13965.5
2021/2/18,2.6916,2.1056,3.2831,13865.36
2021/2/19,2.6512,2.0274,3.2578,13874.46
2021/2/20,2.6249,2.0174,3.2605,
2021/2/22,2.6225,2.0488,3.2736,13533.05
2021/2/23,2.607,2.0194,3.2635,13465.2
2021/2/24,2.5935,2,3.2627,13597.97
2021/2/25,2.5981,1.9703,3.2723,13119.43
2021/2/26,2.6036,1.9879,3.2798,13192.35
2021/3/1,2.6096,2.0012,3.2475,13588.83
2021/3/2,2.6169,2.0857,3.2474,13358.79
2021/3/3,2.6203,2.077,3.2553,12997.75
2021/3/4,2.6365,2.0687,3.2655,12723.47
2021/3/5,2.639,2.0591,3.2457,12920.15
2021/3/8,2.654,2.0512,3.2404,12609.16
2021/3/9,2.634,2.074,3.2478,13073.82
2021/3/10,2.6264,2.0656,3.2353,13068.83
2021/3/11,2.6288,2.0467,3.2506,13398.67
2021/3/12,2.6407,2.0551,3.2613,13319.86
2021/3/15,2.675,2.0476,3.274,13459.71
2021/3/16,2.6663,2.0502,3.2614,13471.57
2021/3/17,2.6429,2.0629,3.2564,13525.2
2021/3/18,2.6496,2.0513,3.2592,13116.17
2021/3/19,2.6395,2.0398,3.2364,13215.24
2021/3/22,2.626,2.0851,3.2309,13377.54
2021/3/23,2.6209,2.0744,3.2105,13227.7
2021/3/24,2.6059,2.051,3.193,12961.89
2021/3/25,2.5904,2.0316,3.1882,12977.68
2021/3/26,2.6073,2.0025,3.1985,13138.73
2021/3/29,2.6075,2.0097,3.1962,13059.65
2021/3/30,2.593,2.024,3.206,13045.4
2021/3/31,2.577,2.0245,3.1887,13246.87
2021/4/1,2.5806,1.9756,3.196,13480.11
2021/4/2,2.58,1.9707,3.2013,
2021/4/5,,,,13705.59
2021/4/6,2.5877,1.9393,3.2087,13698.38
2021/4/7,2.6105,1.9154,3.2215,13688.84
2021/4/8,2.6105,1.9115,3.2221,13829.31
2021/4/9,2.5915,1.9615,3.2121,13900.19
2021/4/12,2.5843,2.0115,3.1948,13850
2021/4/13,2.5643,2.0416,3.1626,13996.1
2021/4/14,2.5679,2.0583,3.1651,13857.84
2021/4/15,2.5379,2.0886,3.1728,14038.76
2021/4/16,2.5295,2.0701,3.1631,14052.34
2021/4/19,2.5195,2.0643,3.1559,13914.77
2021/4/20,2.4995,2.0655,3.1554,13786.27
2021/4/21,2.4595,2.0481,3.153,13950.22
2021/4/22,2.4495,2.0396,3.1614,13818.41
2021/4/23,2.39,2.0276,3.1719,14016.81
2021/4/25,2.3858,2.0422,3.1841,
2021/4/26,2.4313,1.9997,3.2024,14138.78
2021/4/27,2.4226,1.9729,3.2078,14090.22
2021/4/28,2.3964,1.9284,3.1979,14051.03
2021/4/29,2.3799,1.9116,3.1872,14082.55
2021/4/30,2.3591,1.9251,3.164,13962.68
2021/5/3,,,,13895.12
2021/5/4,,,,13633.5
2021/5/5,,,,13582.42
2021/5/6,2.3266,1.9428,3.1507,13632.84
2021/5/7,2.32,1.8533,3.1589,13752.24
2021/5/8,2.3193,1.8573,3.1582,
2021/5/10,2.3129,1.8361,3.146,13401.86
2021/5/11,2.3078,1.8541,3.138,13389.43
2021/5/12,2.2974,1.868,3.131,13031.68
2021/5/13,2.3286,1.9128,3.1366,13124.99
2021/5/14,2.33,1.8842,3.1422,13429.98
2021/5/17,2.3504,1.8497,3.1524,13379.05
2021/5/18,2.3532,1.8845,3.1457,13303.64
2021/5/19,2.3506,1.8834,3.1298,13299.74
2021/5/20,2.3486,1.851,3.1001,13535.74
2021/5/21,2.3272,1.8218,3.0876,13470.99
2021/5/24,2.3418,1.8454,3.085,13661.17
2021/5/25,2.3468,1.9022,3.085,13657.17
2021/5/26,2.3414,1.9042,3.06,13738
2021/5/27,2.3463,1.9148,3.0725,13736.28
2021/5/28,2.41,1.8953,3.0825,13748.74
2021/5/31,2.4113,1.8864,3.045,
2021/6/1,2.3725,1.8343,3.04,13736.48
2021/6/2,2.3804,1.8507,3.065,13756.33
2021/6/3,2.3664,1.8511,3.055,13614.51
2021/6/4,2.3934,1.8477,3.0925,13814.49
2021/6/7,2.4116,1.8663,3.11,13881.72
2021/6/8,2.4133,1.8686,3.11,13924.91
2021/6/9,2.4203,1.9276,3.1051,13911.75
2021/6/10,2.424,1.8917,3.1,14020.33
2021/6/11,2.4459,1.9119,3.1276,14069.42
2021/6/14,,,,14174.14
2021/6/15,2.4699,1.8649,3.1176,14072.86
2021/6/16,2.4945,1.867,3.1301,14039.68
2021/6/17,2.5272,1.9486,3.1401,14161.35
2021/6/18,2.5274,1.9568,3.1202,14030.38
2021/6/21,2.5202,1.9519,3.0953,14141.48
2021/6/22,2.5252,1.9658,3.0877,14253.27
2021/6/23,2.5012,1.9509,3.0853,14271.73
2021/6/24,2.469,1.9661,3.0828,14369.71
2021/6/25,2.4437,1.9151,3.0827,14360.39
2021/6/28,2.4705,1.9109,3.0903,14500.51
2021/6/29,2.4564,1.9122,3.0853,14528.33
2021/6/30,2.4293,1.8831,3.0778,14503.95
2021/7/1,2.4189,1.8732,3.0878,14522.38
2021/7/2,2.3994,1.8638,3.0803,14639.33
2021/7/5,2.4136,1.839,3.0754,
2021/7/6,2.4092,1.823,3.0854,14663.64
2021/7/7,2.401,1.8104,3.0554,14665.06
2021/7/8,2.3223,1.757,2.983,14559.79
2021/7/9,2.3474,1.8171,3.0105,14701.92
2021/7/12,2.3175,1.8149,2.9431,14733.24
2021/7/13,2.2958,1.8536,2.9256,14677.65
2021/7/14,2.2782,1.8144,2.9356,14644.95
2021/7/15,2.2927,1.8603,2.9557,14543.13
2021/7/16,2.2719,1.8429,2.9432,14427.24
2021/7/19,2.2629,1.8192,2.9483,14274.98
2021/7/20,2.2143,1.8247,2.9258,14498.88
2021/7/21,2.1833,1.8398,2.9184,14631.95
2021/7/22,2.1551,1.8364,2.9284,14684.6
2021/7/23,2.1119,1.8122,2.9134,14836.99
2021/7/26,2.1337,1.7663,2.8711,14840.71
2021/7/27,2.2109,1.7455,2.911,14660.58
2021/7/28,2.2135,1.7727,2.9312,14762.58
2021/7/29,2.1621,1.7526,2.884,14778.26
2021/7/30,2.1346,1.7614,2.8363,14672.68
2021/8/2,2.1281,1.7973,2.8212,14681.07
2021/8/3,2.1272,1.7837,2.8337,14761.29
2021/8/4,2.1448,1.8412,2.8338,14780.53
2021/8/5,2.1494,1.8327,2.7988,14895.12
2021/8/6,2.1514,1.8548,2.8139,14835.76
2021/8/9,2.2054,1.884,2.8615,14860.18
2021/8/10,2.1843,1.9041,2.8766,14788.09
2021/8/11,2.194,1.9109,2.8841,14765.13
2021/8/12,2.1935,1.9121,2.8566,14816.26
2021/8/13,2.2209,1.9073,2.8792,14822.9
2021/8/16,2.2233,1.8761,2.8943,14793.76
2021/8/17,2.2164,1.8846,2.8819,14656.18
2021/8/18,2.2252,1.9083,2.8494,14525.91
2021/8/19,2.238,1.9322,2.8395,14541.79
2021/8/20,2.2682,1.9311,2.852,14714.66
2021/8/23,2.3024,1.9558,2.8672,14942.65
2021/8/24,2.2947,1.99,2.8522,15019.8
2021/8/25,2.2995,2.0699,2.8547,15041.86
2021/8/26,2.3247,2.08,2.8848,14945.81
2021/8/27,2.3235,2.0719,2.8698,15129.5
2021/8/30,2.3125,2.0763,2.8505,15265.89
2021/8/31,2.3105,2.0703,2.845,15259.24
2021/9/1,2.2911,2.09,2.8226,15309.38
2021/9/2,2.2993,2.0827,2.8301,15331.18
2021/9/3,2.3122,2.0579,2.8327,15363.52
2021/9/6,2.3096,2.0227,2.8354,
2021/9/7,2.3146,2.0302,2.8604,15374.33
2021/9/8,2.3246,2.0864,2.8705,15286.64
2021/9/9,2.3531,2.0743,2.873,15248.25
2021/9/10,2.3666,2.0528,2.8656,15115.49
2021/9/13,2.3822,2.0633,2.8908,15105.58
2021/9/14,2.404,2.0965,2.8858,15037.76
2021/9/15,2.4028,2.0919,2.9009,15161.53
2021/9/16,2.4025,2.1019,2.8885,15181.92
2021/9/17,2.3978,2.0916,2.8785,15043.97
2021/9/18,2.3912,2.078,2.8717,
2021/9/20,,,,14713.9
2021/9/21,,,,14746.4
2021/9/22,2.3325,1.984,2.8639,14896.85
2021/9/23,2.3385,1.9926,2.8565,15052.24
2021/9/24,2.3828,2.0335,2.8719,15047.7
2021/9/26,2.3686,2.0309,2.8797,
2021/9/27,2.3997,2.0098,2.8825,14969.97
2021/9/28,2.3741,2.0167,2.8769,14546.68
2021/9/29,2.3571,1.9946,2.8646,14512.44
2021/9/30,2.3327,1.9562,2.8776,14448.58
2021/10/1,,,,14566.7
2021/10/4,,,,14255.48
2021/10/5,,,,14433.83
2021/10/6,,,,14501.91
2021/10/7,,,,14654.02
2021/10/8,2.344,1.8119,2.9131,14579.54
2021/10/9,2.3252,1.8233,2.9186,
2021/10/11,2.349,1.8405,2.958,14486.2
2021/10/12,2.3467,1.8239,2.9657,14465.92
2021/10/13,2.3401,1.829,2.9578,14571.63
2021/10/14,2.3325,1.8258,2.9581,14823.43
2021/10/15,2.3361,1.835,2.9683,14897.34
2021/10/18,2.3727,1.8563,3.0426,15021.81
2021/10/19,2.3771,1.9045,3.0102,15129.09
2021/10/20,2.3819,2.1286,2.9978,15121.68
2021/10/21,2.3574,2.1934,2.9702,15215.7
2021/10/22,2.3475,2.2305,2.9953,15090.2
2021/10/25,2.3438,2.2105,2.9879,15226.71
2021/10/26,2.3425,2.2216,2.978,15235.71
2021/10/27,2.3375,2.228,2.9781,15235.84
2021/10/28,2.3375,2.2413,2.9682,15448.12
2021/10/29,2.31,2.2516,2.9732,15498.39
2021/11/1,2.3151,2.2408,2.9435,15595.92
2021/11/2,2.3051,2.2421,2.9259,15649.6
2021/11/3,2.3001,2.3024,2.9385,15811.58
2021/11/4,2.3002,2.3024,2.9261,15940.31
2021/11/5,2.2852,2.2974,2.8911,15971.59
2021/11/8,2.2804,2.2874,2.9013,15982.36
2021/11/9,2.2905,2.2614,2.8988,15886.54
2021/11/10,2.2906,2.274,2.9139,15622.71
2021/11/11,2.2907,2.2726,2.9365,15704.28
2021/11/12,2.2759,2.2792,2.9391,15860.96
2021/11/15,2.2737,2.2672,2.9269,15853.85
2021/11/16,2.2688,2.2698,2.9244,15973.86
2021/11/17,2.2814,2.3,2.9295,15921.57
2021/11/18,2.2716,2.2859,2.9146,15993.71
2021/11/19,2.2618,2.2656,2.9302,16057.44
2021/11/22,2.2523,2.2486,2.8876,15854.76
2021/11/23,2.25,2.2802,2.8875,15775.14
2021/11/24,2.2426,2.2725,2.86,15845.23
2021/11/25,2.2477,2.275,2.855,
2021/11/26,2.2427,2.2606,2.82,15491.66
2021/11/29,2.246,2.28,2.825,15782.83
2021/11/30,2.2463,2.2822,2.825,15537.69
2021/12/1,2.2443,2.28,2.8401,15254.05
2021/12/2,2.2446,2.285,2.8601,15381.32
2021/12/3,2.255,2.285,2.8701,15085.47
2021/12/6,2.2452,2.2602,2.8176,15225.15
2021/12/7,2.251,2.29,2.8451,15686.92
2021/12/8,2.2658,2.315,2.8551,15786.99
2021/12/9,2.2767,2.3154,2.8526,15517.37
2021/12/10,2.2767,2.3201,2.8426,15630.6
2021/12/13,2.3015,2.3203,2.8552,15413.28
2021/12/14,2.298,2.3152,2.8477,15237.64
2021/12/15,2.3101,2.3201,2.8502,15565.58
2021/12/16,2.3108,2.3253,2.8577,15180.43
2021/12/17,2.3209,2.3321,2.8512,15169.68
2021/12/20,2.3572,2.3406,2.8533,14980.94
2021/12/21,2.3828,2.3714,2.8508,15341.09
2021/12/22,2.3657,2.3817,2.8303,15521.89
2021/12/23,2.3336,2.35,2.8143,15653.37
2021/12/24,2.3386,2.3278,2.8203,
2021/12/27,2.3541,2.321,2.8128,15871.26
2021/12/28,2.3444,2.3213,2.8004,15781.72
2021/12/29,2.3353,2.2801,2.7854,15766.22
2021/12/30,2.2936,2.2101,2.7654,15741.56
2021/12/31,2.2429,2.0006,2.7754,15644.97
2022/1/3,,,,15832.8
2022/1/4,2.2529,2.0722,2.7855,15622.72
2022/1/5,2.2284,2.0704,2.8045,15100.17
2022/1/6,2.2303,2.0413,2.8205,15080.87
2022/1/7,2.2295,2.0476,2.8181,14935.9
2022/1/10,2.2143,2.0517,2.8056,14942.83
2022/1/11,2.1957,2.0046,2.7957,15153.45
2022/1/12,2.1898,2.004,2.7957,15188.39
2022/1/13,2.1812,2.0254,2.7858,14806.81
2022/1/14,2.1721,2.0258,2.7935,14893.75
2022/1/17,2.1566,2.0201,2.786,
2022/1/18,2.0501,1.98,2.7415,14506.9
2022/1/19,2.0401,1.9319,2.7314,14340.25
2022/1/20,2.0204,1.9216,2.7271,14154.02
2022/1/21,2.0018,1.875,2.71,13768.92
2022/1/24,1.9502,1.8002,2.6751,13855.13
2022/1/25,1.9656,1.8017,2.6979,13539.29
2022/1/26,1.9807,1.7724,2.7146,13542.12
2022/1/27,1.9936,1.7967,2.7348,13352.78
2022/1/28,1.9507,1.7876,2.7021,13770.57
2022/1/29,1.9512,1.7876,2.7013,
2022/1/30,1.9514,1.7756,2.6997,
2022/1/31,,,,14239.88
2022/2/1,,,,14346
2022/2/2,,,,14417.55
2022/2/3,,,,13878.82
2022/2/4,,,,14098.01
2022/2/7,1.9472,1.6644,2.7256,14015.67
2022/2/8,1.9049,1.6529,2.7227,14194.46
2022/2/9,1.9001,1.6608,2.7328,14490.37
2022/2/10,1.8837,1.6198,2.7328,14185.64
2022/2/11,1.9192,1.5933,2.7891,13791.15
2022/2/14,1.9017,1.582,2.8018,13790.92
2022/2/15,1.8847,1.6052,2.7968,14139.76
2022/2/16,1.9279,1.7065,2.7892,14124.09
2022/2/17,1.9095,1.7528,2.7799,13716.72
2022/2/18,1.9781,1.8269,2.7975,13548.07
2022/2/21,2.0326,1.8256,2.83,
2022/2/22,2.1162,1.8689,2.82,13381.52
2022/2/23,2.0935,1.9322,2.79,13037.49
2022/2/24,2.0948,1.9574,2.7875,13473.58
2022/2/25,2.0242,1.9334,2.775,13694.62
2022/2/28,2.0442,1.9,2.775,13751.4
2022/3/1,2.0537,1.8962,2.8025,13532.46
2022/3/2,2.0867,1.9139,2.8175,13752.02
2022/3/3,2.1167,1.9103,2.83,13537.94
2022/3/4,2.1074,1.8864,2.8125,13313.44
2022/3/7,2.0849,1.8013,2.8126,12830.96
2022/3/8,2.0687,1.7446,2.8276,12795.55
2022/3/9,2.115,1.8902,2.8426,13255.55
2022/3/10,2.115,1.9004,2.8502,13129.96
2022/3/11,2.0863,1.9006,2.7902,12843.81
2022/3/14,2.0725,1.8053,2.7677,12581.22
2022/3/15,2.1275,1.9276,2.8177,12948.62
2022/3/16,2.1431,2.02,2.7952,13436.55
2022/3/17,2.1368,2.03,2.7876,13614.78
2022/3/18,2.1106,1.99,2.7927,13893.84
2022/3/21,2.15,2.0019,2.8127,13838.46
2022/3/22,2.1649,2.0101,2.8302,14108.82
2022/3/23,2.168,2.0506,2.8302,13922.6
2022/3/24,2.1704,2.0639,2.8052,14191.84
2022/3/25,2.1632,2.0406,2.7972,14169.3
2022/3/28,2.1595,2.0157,2.7903,14354.9
2022/3/29,2.1582,2.0109,2.7853,14619.64
2022/3/30,2.1545,1.9502,2.7703,14442.27
2022/3/31,2.1299,1.9112,2.7878,14220.52
2022/4/1,2.1052,1.8842,2.7743,14261.5
2022/4/2,2.1006,1.8882,2.7714,
2022/4/4,,,,14532.55
2022/4/5,,,,14204.17
2022/4/6,2.0832,1.8538,2.7604,13888.82
2022/4/7,2.06,1.8333,2.7394,13897.3
2022/4/8,2.0669,1.8073,2.7529,13711
2022/4/11,2.0757,1.8148,2.768,13411.96
2022/4/12,2.0729,1.9043,2.7705,13371.57
2022/4/13,2.0521,1.9257,2.7631,13643.59
2022/4/14,2.0264,1.9061,2.7656,13351.08
2022/4/15,1.9918,1.8704,2.7578,
2022/4/18,2.0143,1.8631,2.8107,13332.36
2022/4/19,2.0184,1.8281,2.8208,13619.66
2022/4/20,2.0136,1.8585,2.833,13453.07
2022/4/21,1.9825,1.861,2.8259,13174.65
2022/4/22,1.9542,1.8815,2.8409,12839.29
2022/4/24,1.9523,1.8744,2.8335,
2022/4/25,1.9282,1.8801,2.816,13004.85
2022/4/26,1.9633,1.871,2.826,12490.74
2022/4/27,2.041,1.8544,2.8411,12488.93
2022/4/28,2.0563,1.8995,2.8486,12871.53
2022/4/29,2.032,1.8476,2.8386,12334.64
2022/5/2,,,,12536.02
2022/5/3,,,,12563.76
2022/5/4,,,,12964.86
2022/5/5,2.0367,1.8427,2.8282,12317.69
2022/5/6,2.0454,1.832,2.8273,12144.66
2022/5/7,2.0423,1.8314,2.8263,
2022/5/9,2.0373,1.8131,2.8154,11623.25
2022/5/10,2.0306,1.8031,2.8089,11737.67
2022/5/11,2.051,1.8003,2.824,11364.24
2022/5/12,2.0261,1.7808,2.8055,11370.96
2022/5/13,2.0125,1.7204,2.814,11805
2022/5/16,1.997,1.7059,2.8216,11662.79
2022/5/17,1.9474,1.6799,2.8178,11984.52
2022/5/18,1.9275,1.6601,2.7801,11418.15
2022/5/19,1.9421,1.6638,2.7774,11388.5
2022/5/20,1.9565,1.6506,2.79,11354.62
2022/5/23,1.9568,1.6512,2.7675,11535.28
2022/5/24,1.9677,1.5817,2.765,11264.45
2022/5/25,1.9773,1.6017,2.7575,11434.74
2022/5/26,1.9246,1.5815,2.71,11740.65
2022/5/27,1.9133,1.5778,2.6974,12131.13
2022/5/30,1.9141,1.5998,2.7225,
2022/5/31,1.916,1.5996,2.7426,12081.39
2022/6/1,1.9415,1.5206,2.7551,11994.46
2022/6/2,1.9564,1.5325,2.7601,12316.9
2022/6/3,,,,12012.73
2022/6/6,2.0199,1.5418,2.7776,12061.37
2022/6/7,2.018,1.5566,2.7576,12175.23
2022/6/8,2.0282,1.5656,2.7661,12086.27
2022/6/9,2.0151,1.5572,2.7576,11754.23
2022/6/10,2.0051,1.5315,2.7526,11340.02
2022/6/13,2.0026,1.5613,2.7652,10809.23
2022/6/14,2.0176,1.5602,2.7702,10828.35
2022/6/15,2.036,1.5862,2.7827,11099.16
2022/6/16,2.0352,1.5613,2.7728,10646.1
2022/6/17,2.0102,1.6118,2.7752,10798.35
2022/6/20,2.0056,1.6267,2.7853,
2022/6/21,2.0018,1.6245,2.7853,11069.3
2022/6/22,1.9869,1.6029,2.7773,11053.08
2022/6/23,1.9608,1.5821,2.7803,11232.19
2022/6/24,1.9653,1.5829,2.7978,11607.62
2022/6/27,1.9971,1.5824,2.8329,11524.55
2022/6/28,1.9976,1.6356,2.8414,11181.54
2022/6/29,1.9763,1.6817,2.8294,11177.89
2022/6/30,1.9504,1.6006,2.8205,11028.74
2022/7/1,1.9324,1.5328,2.8255,11127.85
2022/7/4,1.9831,1.5484,2.8445,
2022/7/5,2.01,1.5578,2.8333,11322.24
2022/7/6,1.9911,1.6169,2.8356,11361.85
2022/7/7,1.9824,1.6599,2.8356,11621.35
2022/7/8,1.9584,1.6309,2.8384,11635.31
2022/7/11,1.9417,1.6305,2.8266,11372.6
2022/7/12,1.9345,1.6004,2.8117,11264.73
2022/7/13,1.9376,1.6231,2.8067,11247.58
2022/7/14,1.9147,1.6256,2.7907,11251.19
2022/7/15,1.8837,1.6037,2.7857,11452.42
2022/7/18,1.8488,1.5861,2.7837,11360.05
2022/7/19,1.8491,1.5895,2.7859,11713.15
2022/7/20,1.8712,1.5964,2.771,11897.65
2022/7/21,1.8717,1.5857,2.7635,12059.61
2022/7/22,1.9036,1.5767,2.787,11834.11
2022/7/25,1.9007,1.5487,2.779,11782.67
2022/7/26,1.881,1.5411,2.77,11562.57
2022/7/27,1.8772,1.5399,2.7701,12032.42
2022/7/28,1.8905,1.5506,2.785,12162.59
2022/7/29,1.8623,1.4988,2.756,12390.69
2022/8/1,1.8269,1.4558,2.7292,12368.98
2022/8/2,1.7705,1.4172,2.7314,12348.76
2022/8/3,1.7528,1.4395,2.7218,12668.16
2022/8/4,1.6907,1.4095,2.7192,12720.58
2022/8/5,1.7116,1.4169,2.7339,12657.55
2022/8/8,1.7316,1.439,2.7409,12644.46
2022/8/9,1.7886,1.4689,2.74,12493.93
2022/8/10,1.8136,1.4699,2.7366,12854.8
2022/8/11,1.8161,1.4871,2.7317,12779.91
2022/8/12,1.8115,1.4508,2.7347,13047.19
2022/8/15,1.7167,1.418,2.6582,13128.05
2022/8/16,1.7199,1.4111,2.6346,13102.55
2022/8/17,1.719,1.4309,2.6124,12938.12
2022/8/18,1.7004,1.4557,2.58,12965.34
2022/8/19,1.7248,1.4308,2.5875,12705.21
2022/8/22,1.757,1.4308,2.5925,12381.57
2022/8/23,1.7571,1.4604,2.6075,12381.3
2022/8/24,1.7496,1.4603,2.61,12431.53
2022/8/25,1.7912,1.4606,2.639,12639.27
2022/8/26,1.7922,1.4611,2.643,12141.71
2022/8/29,1.7561,1.4631,2.6225,12017.67
2022/8/30,1.7406,1.4635,2.613,11883.14
2022/8/31,1.7378,1.4704,2.6225,11816.2
2022/9/1,1.7243,1.4708,2.6125,11785.13
2022/9/2,1.7193,1.4416,2.6226,11630.86
2022/9/5,1.7132,1.4436,2.618,
2022/9/6,1.7127,1.4442,2.614,11544.91
2022/9/7,1.7365,1.4628,2.6215,11791.9
2022/9/8,1.749,1.4733,2.6256,11862.13
2022/9/9,1.7597,1.4613,2.635,12112.31
2022/9/12,,,,12266.41
2022/9/13,1.7697,1.4642,2.6427,11633.57
2022/9/14,1.8015,1.4747,2.6625,11719.68
2022/9/15,1.8058,1.4961,2.6625,11552.36
2022/9/16,1.8298,1.4907,2.673,11448.4
2022/9/19,1.8506,1.4726,2.675,11535.02
2022/9/20,1.8483,1.4736,2.664,11425.05
2022/9/21,1.8282,1.5091,2.6451,11220.19
2022/9/22,1.8232,1.4729,2.6501,11066.8
2022/9/23,1.828,1.482,2.6802,10867.93
2022/9/26,1.8608,1.513,2.7154,10802.92
2022/9/27,1.8711,1.5509,2.7051,10829.5
2022/9/28,1.9024,1.5957,2.7401,11051.64
2022/9/29,1.893,1.608,2.7501,10737.51
2022/9/30,1.8535,1.6026,2.7601,10575.62
2022/10/3,,,,10815.43
2022/10/4,,,,11176.41
2022/10/5,,,,11148.64
2022/10/6,,,,11073.31
2022/10/7,,,,10652.4
2022/10/8,1.8323,1.5463,2.7626,
2022/10/9,1.829,1.4963,2.7452,
2022/10/10,1.7908,1.4919,2.7402,10542.1
2022/10/11,1.7867,1.4679,2.7426,10426.19
2022/10/12,1.8067,1.472,2.7352,10417.1
2022/10/13,1.8051,1.5243,2.7252,10649.15
2022/10/14,1.7851,1.5142,2.6977,10321.39
2022/10/17,1.7856,1.5133,2.7002,10675.8
2022/10/18,1.7856,1.5462,2.7002,10772.4
2022/10/19,1.7806,1.6172,2.7052,10680.51
2022/10/20,1.7656,1.6265,2.7175,10614.84
2022/10/21,1.7706,1.6439,2.7278,10859.72
2022/10/24,1.77,1.6723,2.7153,10952.61
2022/10/25,1.7945,1.7101,2.7278,11199.12
2022/10/26,1.8005,1.7184,2.7025,10970.99
2022/10/27,1.7551,1.6998,2.6953,10792.67
2022/10/28,1.7403,1.6539,2.6653,11102.45
2022/10/31,1.7305,1.6249,2.6433,10988.15
2022/11/1,1.7523,1.628,2.6629,10890.85
2022/11/2,1.7633,1.6685,2.6854,10524.8
2022/11/3,1.753,1.6761,2.6776,10342.94
