trading_days_to_expiration,strike_price_order,0
12,2,0.13479902645252875
12,-1,0.132178319628727
12,0,0.12755593036151042
12,4,0.13930476827452068
12,5,0.14075270025854839
12,-6,0.24982955282512256
12,-4,0.18567184710204174
12,-2,0.14267019881344498
12,6,0.14959673841868193
12,8,0.19226168466340193
12,7,0.1732155573010093
12,1,0.1348993693380832
12,3,0.1362165021544105
12,-3,0.15440590510378152
12,9,0.21673378875997124
12,-7,0.2878987704961768
12,-5,0.2083054378352433
32,-1,0.1509155633648888
32,0,0.14191437939457976
32,6,0.15994433029737792
32,7,0.1718613542467383
32,1,0.1401713208379252
32,2,0.13862261369837484
32,-3,0.19347796095496642
32,3,0.14269038881547685
32,-2,0.17099010278621263
32,4,0.14701568396987777
32,5,0.15154912166389198
52,7,0.15045362824684813
52,5,0.14773085368293223
52,3,0.14646457742269703
52,0,0.14606481933113266
52,11,0.15943804759418276
52,9,0.15332665703518858
52,1,0.1455862535270121
52,6,0.14846067071230135
52,17,0.21624808230098158
52,16,0.2007828649366393
52,8,0.15181631984493382
52,10,0.15464198513888197
52,12,0.17018060693736115
52,14,0.1778792955738479
52,15,0.18740164584353614
52,-5,0.16200012297916458
52,-3,0.1554222893535019
52,-1,0.1484996954698409
52,2,0.14523627702721464
52,4,0.1467704793632481
52,-2,0.15012752567092474
52,13,0.166172329261569
52,-6,0.16506609037701783
52,-4,0.15646694258909466
112,11,0.1702745518277412
112,9,0.16805050075431355
112,0,0.16263789473440715
112,1,0.16338227268275035
112,3,0.16350970391185893
112,5,0.16348952143212872
112,7,0.16559876238210292
112,12,0.17333634249689592
112,10,0.16766047960277755
112,-5,0.17619580537364987
112,-3,0.1706459432645004
112,-1,0.16524637664837155
112,2,0.16409263126924417
112,4,0.16393367947366
112,6,0.16454000524513487
112,8,0.16575180992919017
112,-4,0.17246193839239615
112,-2,0.1684014424207725
112,13,0.17069958539062105
112,-6,0.17964856288623285
