trading_days_to_expiration,strike_price_order,0
17,-2,0.19744204386446243
17,-1,0.1688079266729958
17,0,0.15427749411238675
17,1,0.14416367917550305
17,3,0.1556381882580754
17,4,0.1864779186995504
17,2,0.14869351874909023
17,-3,0.23388942772410765
40,-3,0.2213741921086099
40,2,0.16304766644572968
40,8,0.24813554276720015
40,3,0.1645536574856263
40,1,0.17093795041411178
40,4,0.1710779417651481
40,6,0.20213777259372767
40,7,0.22377660326952303
40,5,0.18237351845797292
40,0,0.1778635827054421
40,-2,0.20511825487209223
40,-1,0.19048944516717228
100,-1,0.2758482647839695
100,-2,0.2934867721870665
100,6,0.20141428474434706
100,5,0.20753421975462816
100,0,0.25873021962148535
100,1,0.24323951540813174
100,2,0.2309128914940175
100,4,0.21208833825026863
100,3,0.22012770736326223
154,-1,0.26813800541679894
154,0,0.2554613986804903
154,1,0.24484524986727915
154,2,0.232051994548912
154,3,0.21943652923696524
