trading_days_to_expiration,strike_price_order,0
12,-5,0.28944537204064963
12,-4,0.2707086176988293
12,-3,0.2513084039811654
12,-2,0.2447621817273025
12,-1,0.2415897134342127
12,0,0.23563790686679875
12,1,0.23450608326031072
12,2,0.24130094016132375
12,3,0.24660769724721357
12,4,0.26088223811302463
12,-6,0.30666024938059794
12,5,0.2822075437135185
36,3,0.2431957205626162
36,4,0.24426244402466693
36,5,0.24664225766812742
36,-20,0.42589956225961345
36,6,0.25368982625966446
36,-19,0.36065829189800896
36,-18,0.3625434902900483
36,-14,0.29516393480106246
36,-12,0.2726981502704422
36,-9,0.260124335550674
36,-7,0.25169622763665017
36,-5,0.2450115189636261
36,-3,0.2374259616924646
36,-1,0.24231007942976518
36,0,0.2428137598952297
36,1,0.24093752508115795
36,-16,0.32172529594679405
36,-17,0.3361256032274024
36,-15,0.31032335191002514
36,2,0.2416810215423739
36,-13,0.27513850204391066
36,-2,0.24245197225028578
36,-11,0.26181520620561355
36,-10,0.2545036075440646
36,-8,0.24600494695196004
36,-6,0.24512248583372842
36,-4,0.242569009870081
100,3,0.24269632507010835
100,0,0.2439824130152827
100,2,0.24384500746952106
100,4,0.24411936372002158
100,5,0.24432158544482477
100,1,0.24463921298847166
100,-1,0.2450389713063676
100,-2,0.2470336145777138
100,-4,0.25287037287402453
100,-5,0.2560885731668581
100,-6,0.26060270463949387
100,-7,0.2692753626212715
100,-8,0.28675826323064574
100,-9,0.3025097383651508
100,-10,0.29793983697864407
100,-11,0.3217696864940122
100,-3,0.25078843830622705
100,6,0.24613340339064313
160,7,0.2689309214205702
160,-2,0.2874563365614166
160,-1,0.28333288817983526
160,0,0.28124080857134043
160,1,0.2793985132335361
160,2,0.2760438100740072
160,3,0.27411607845129893
160,4,0.2728018529341168
160,5,0.27035931847366357
160,6,0.27118116674517045
